Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.000,1152.693,6.729,10.630,317.105,592.154,5214.028,5318.222,5828.092,5993.229,0.001
5,3.400,3006.787,3004.420,3004.974,3005.811,3007.569,3010.885,3013.566,3013.566,3013.566,0.000
10,5.200,3005.699,3003.870,3004.523,3005.156,3006.810,3007.884,3009.070,3009.510,3009.510,0.000
15,14.400,1341.061,9.322,373.567,662.486,1139.532,3126.720,5248.464,5501.098,5501.098,0.001
20,4.000,4877.282,4651.054,4818.684,4875.949,4926.633,5141.623,5159.520,5159.520,5159.520,0.000
25,8.200,2094.431,385.069,567.276,1064.036,4885.874,4910.540,5123.849,8283.692,8283.692,0.000
30,6.800,2897.152,435.180,897.218,4460.749,4857.505,5242.355,5400.995,5672.932,5672.932,0.000
35,3.800,4431.642,3003.881,3004.856,5405.350,5690.952,5703.542,5743.891,5743.891,5743.891,0.000
40,3.000,730.572,24.239,40.373,726.650,803.229,809.727,5184.463,5184.463,5184.463,0.001
45,16.400,2149.539,612.937,735.986,857.882,4964.271,5649.284,5860.946,6332.964,6332.964,0.000
50,2.400,3180.083,3004.038,3005.453,3010.151,3021.943,4023.164,4033.467,4033.467,4033.467,0.000
