Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.800,998.116,3.706,6.307,149.472,418.988,5215.344,5283.055,5975.616,6012.660,0.001
5,1.800,3005.718,3004.442,3004.808,3004.861,3006.502,3009.084,3009.084,3009.084,3009.084,0.000
10,3.200,3005.252,3004.005,3004.332,3005.102,3005.770,3007.567,3007.696,3007.696,3007.696,0.000
15,10.400,1071.151,5.668,299.694,627.376,996.212,2988.610,3110.929,5190.970,5190.970,0.001
20,2.000,4933.513,4588.928,4810.809,4909.636,5107.337,5173.592,5173.592,5173.592,5173.592,0.000
25,4.200,1931.746,375.892,589.221,1028.653,4780.595,4799.528,4824.474,4914.616,4914.616,0.001
30,6.800,2384.685,336.937,721.480,998.864,4998.056,5172.617,5442.653,5904.786,5904.786,0.000
35,4.200,4198.810,3003.842,3004.995,3015.730,5569.475,5589.879,5612.813,5631.736,5631.736,0.000
40,3.000,564.204,16.534,600.706,666.583,720.992,771.377,807.301,807.301,807.301,0.002
45,13.200,2032.272,549.694,657.442,796.566,4976.688,5669.255,5846.728,6482.377,6482.377,0.000
50,1.800,3013.056,3005.916,3007.052,3011.129,3019.797,3023.758,3023.758,3023.758,3023.758,0.000
