Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,44.400,913.029,15.532,135.172,296.269,514.711,5187.413,5571.831,5814.285,5918.972,0.001
5,3.200,3006.072,3004.667,3004.962,3005.128,3007.106,3008.791,3009.743,3009.743,3009.743,0.000
10,7.600,3079.612,3003.559,3004.286,3004.577,3006.944,3008.997,3009.053,5822.257,5822.257,0.000
15,20.000,702.925,36.097,332.904,509.224,652.177,2763.247,2828.741,5263.411,5263.411,0.001
20,4.600,3381.482,292.894,459.787,4642.196,4723.352,4815.073,4848.502,4882.312,4882.312,0.000
25,10.400,1806.575,42.886,70.227,688.764,4529.368,4577.215,4588.335,4593.655,4593.655,0.001
30,16.600,2276.490,530.335,794.194,941.615,4638.194,4934.910,5066.635,5474.197,5474.197,0.000
35,7.400,4178.574,3003.610,3004.541,3005.567,5786.661,5816.949,5827.581,5835.776,5835.776,0.000
40,4.600,674.030,554.674,584.722,591.760,915.286,932.773,933.624,934.442,934.442,0.001
45,19.200,1678.071,530.315,669.863,820.210,1041.975,5360.152,5478.231,6478.719,6478.719,0.001
50,3.000,3150.175,3004.559,3007.456,3018.123,3024.651,4016.369,4034.506,4034.506,4034.506,0.000
