Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.800,97.682,13.264,16.199,22.732,156.506,357.615,370.693,407.964,407.964,0.010
5,5.200,20.749,14.175,16.385,19.508,21.928,28.045,36.918,39.358,39.358,0.048
10,8.800,18.938,14.066,15.607,17.627,21.835,25.990,27.983,31.971,31.971,0.053
15,8.600,20.512,13.895,16.084,18.864,22.659,29.170,29.901,42.727,42.727,0.049
20,9.200,22.311,12.903,15.111,19.047,26.740,35.215,39.842,53.370,53.370,0.045
25,6.600,20.067,12.477,15.251,16.969,21.252,31.269,42.956,45.963,45.963,0.050
30,11.800,19.952,11.250,15.317,18.471,21.625,26.276,31.876,55.426,55.426,0.050
35,10.000,17.722,10.577,14.464,17.246,19.939,22.321,25.648,31.653,31.653,0.056
40,10.200,19.419,11.802,15.548,17.135,21.158,27.649,32.082,42.264,42.264,0.051
45,9.200,18.284,11.142,13.521,15.349,20.838,26.611,39.778,42.572,42.572,0.055
50,7.400,17.483,11.003,13.523,16.009,19.179,25.355,35.522,39.723,39.723,0.057
55,8.000,17.717,10.825,13.739,15.504,20.320,29.786,34.861,45.244,45.244,0.056
