Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,DeleteReservation,1750955797.311515,122,46,1
3,FindOpenSeats,1750955797.311683,314411,3,1
6,UpdateReservation,1750955797.311805,233,15,1
1,DeleteReservation,1750955797.311890,33,11,1
3,FindOpenSeats,1750955797.311907,323329,46,1
5,UpdateCustomer,1750955797.311960,347559,11,1
3,FindOpenSeats,1750955797.312066,291892,1,1
3,FindOpenSeats,1750955797.312079,334486,15,1
6,UpdateReservation,1750955797.312196,47,6,1
3,FindOpenSeats,1750955797.312270,300339,6,1
5,UpdateCustomer,1750955797.312323,375577,0,1
5,UpdateCustomer,1750955797.312459,407964,13,1
6,UpdateReservation,1750955797.312560,68,7,1
3,FindOpenSeats,1750955797.312614,316287,9,1
3,FindOpenSeats,1750955797.312659,338284,7,1
1,DeleteReservation,1750955797.312732,28,8,1
3,FindOpenSeats,1750955797.312789,292431,8,1
5,UpdateCustomer,1750955797.312815,365704,4,1
3,FindOpenSeats,1750955797.312958,320130,20,1
4,NewReservation,1750955797.313142,3390382,12,1
4,NewReservation,1750955797.313256,3971,2,1
6,UpdateReservation,1750955797.313440,78,14,1
5,UpdateCustomer,1750955797.313493,353480,22,1
4,NewReservation,1750955797.313573,4552,16,1
6,UpdateReservation,1750955797.313719,59,19,1
5,UpdateCustomer,1750955797.313792,354523,17,1
5,UpdateCustomer,1750955797.313851,351781,18,1
6,UpdateReservation,1750955797.313903,108,21,1
6,UpdateReservation,1750955797.313959,46,33,1
4,NewReservation,1750955797.314012,3381406,27,1
3,FindOpenSeats,1750955797.314041,301945,33,1
6,UpdateReservation,1750955797.314069,202,21,1
4,NewReservation,1750955797.314162,3385456,45,1
5,UpdateCustomer,1750955797.314257,362511,23,1
3,FindOpenSeats,1750955797.314307,289080,21,1
1,DeleteReservation,1750955797.314476,107,5,1
3,FindOpenSeats,1750955797.314509,337758,49,1
5,UpdateCustomer,1750955797.314556,371344,24,1
6,UpdateReservation,1750955797.314605,123,28,1
3,FindOpenSeats,1750955797.314658,312947,48,1
2,FindFlights,1750955797.314723,1261927,25,1
6,UpdateReservation,1750955797.314763,157,28,1
3,FindOpenSeats,1750955797.314772,294045,47,1
3,FindOpenSeats,1750955797.314884,301749,26,1
1,DeleteReservation,1750955797.314935,37,41,1
3,FindOpenSeats,1750955797.314982,312566,29,1
4,NewReservation,1750955797.315027,3392130,36,1
5,UpdateCustomer,1750955797.315073,371891,43,1
3,FindOpenSeats,1750955797.315152,290960,31,1
2,FindFlights,1750955797.315280,1312349,42,1
3,FindOpenSeats,1750955797.315391,322515,44,1
3,FindOpenSeats,1750955797.315442,326413,40,1
1,DeleteReservation,1750955797.315539,36,30,1
4,NewReservation,1750955797.315615,2842,30,1
1,DeleteReservation,1750955797.315624,35,39,1
3,FindOpenSeats,1750955797.315677,315689,34,1
3,FindOpenSeats,1750955797.315712,325543,39,1
5,UpdateCustomer,1750955797.315714,369742,38,1
4,NewReservation,1750955797.315767,3387782,32,1
3,FindOpenSeats,1750955797.315812,297598,37,1
1,DeleteReservation,1750955797.315894,28,35,1
1,DeleteReservation,1750955797.315956,37,41,1
6,UpdateReservation,1750955797.316020,63,28,1
5,UpdateCustomer,1750955797.316034,345388,41,1
5,UpdateCustomer,1750955797.316051,363675,5,1
3,FindOpenSeats,1750955797.316106,329862,19,1
5,UpdateCustomer,1750955797.316125,344302,28,1
1,DeleteReservation,1750955797.316188,33,14,1
5,UpdateCustomer,1750955797.316260,357615,14,1
6,UpdateReservation,1750955797.316389,54,35,1
2,FindFlights,1750955797.316471,1236044,35,1
3,FindOpenSeats,1750955797.317271,300764,2,1
3,FindOpenSeats,1750955797.318185,307317,16,1
5,UpdateCustomer,1750955797.318488,370693,30,1
3,FindOpenSeats,1750955797.601513,17029,10,1
3,FindOpenSeats,1750955797.603501,15944,21,1
2,FindFlights,1750955797.604002,1035401,1,1
2,FindFlights,1750955797.605265,1021864,8,1
5,UpdateCustomer,1750955797.606155,171396,31,1
5,UpdateCustomer,1750955797.608896,161722,47,1
2,FindFlights,1750955797.612648,1026840,6,1
5,UpdateCustomer,1750955797.613456,165487,37,1
4,NewReservation,1750955797.616023,3093637,33,1
1,DeleteReservation,1750955797.616677,32,26,1
4,NewReservation,1750955797.616742,3088846,26,1
3,FindOpenSeats,1750955797.618090,9492,2,1
4,NewReservation,1750955797.618597,3080253,10,1
4,NewReservation,1750955797.619486,3087290,21,1
3,FindOpenSeats,1750955797.625543,11418,16,1
6,UpdateReservation,1750955797.626149,56,3,1
4,NewReservation,1750955797.626228,3074211,3,1
3,FindOpenSeats,1750955797.627582,8804,29,1
3,FindOpenSeats,1750955797.627649,9398,48,1
4,NewReservation,1750955797.627680,3075083,2,1
5,UpdateCustomer,1750955797.628946,165789,9,1
3,FindOpenSeats,1750955797.631403,10041,34,1
4,NewReservation,1750955797.633136,3066569,20,1
3,FindOpenSeats,1750955797.635283,10194,46,1
1,DeleteReservation,1750955797.636428,30,29,1
1,DeleteReservation,1750955797.636487,49,29,1
3,FindOpenSeats,1750955797.636569,9651,29,1
2,FindFlights,1750955797.637003,1078238,16,1
3,FindOpenSeats,1750955797.637090,9528,48,1
1,DeleteReservation,1750955797.637954,33,44,1
3,FindOpenSeats,1750955797.638018,9232,44,1
1,DeleteReservation,1750955797.641338,32,39,1
