Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,150.200,455.473,0.007,8.085,14.657,312.566,1775.870,3037.621,4051.255,4066.210,0.002
5,70.800,583.680,0.020,9.552,16.683,1687.257,1792.187,1809.856,2241.006,2531.762,0.002
10,76.200,713.876,0.007,9.008,16.449,881.351,2816.105,3668.965,3689.607,3693.128,0.001
15,75.800,638.474,0.023,9.871,17.366,965.176,2676.545,2730.584,2751.884,2760.376,0.002
20,99.000,533.860,0.009,9.997,19.165,900.798,1774.175,2618.584,2648.110,2663.447,0.002
25,71.200,518.509,0.014,8.749,16.202,884.747,1727.622,1734.320,1757.970,1767.781,0.002
30,100.600,625.241,0.013,11.250,19.880,1007.802,1919.170,2600.814,2640.514,2661.349,0.002
35,95.800,469.396,0.010,11.508,19.202,907.118,1831.857,1845.363,1876.071,1877.951,0.002
40,103.200,518.234,0.011,10.929,18.234,912.172,1787.298,2582.372,2606.299,2638.433,0.002
45,94.800,429.776,0.022,12.391,19.313,859.403,1774.747,1813.830,1848.392,1855.135,0.002
50,95.400,627.902,0.020,12.406,21.928,975.229,1882.436,2631.881,2677.683,3725.113,0.002
55,63.400,515.935,0.078,9.882,19.792,848.509,1950.965,2790.786,2814.633,2818.780,0.002
