Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,606.000,17.191,7.861,12.609,14.928,18.466,24.516,30.726,48.065,170.837,0.058
5,544.400,16.680,8.790,12.611,14.619,17.625,22.250,26.732,55.993,176.988,0.060
10,506.600,17.560,8.082,12.889,15.330,18.796,23.733,29.165,73.286,172.380,0.057
15,495.400,18.756,9.521,14.353,16.763,20.035,24.941,29.596,59.267,223.320,0.053
20,477.000,19.274,8.768,13.964,16.649,20.629,26.170,32.113,83.995,143.352,0.052
25,463.400,19.796,8.567,15.144,17.809,21.294,25.689,29.577,69.871,231.809,0.051
30,473.800,19.006,8.884,14.416,17.121,20.780,25.877,29.921,43.197,217.609,0.053
35,469.400,21.022,8.951,15.248,18.286,22.154,28.656,36.734,81.140,228.673,0.048
40,474.000,19.195,8.690,14.158,16.917,21.229,26.577,31.210,63.483,181.985,0.052
45,447.400,20.516,7.872,14.826,17.677,22.022,27.964,33.358,83.112,311.184,0.049
50,443.400,20.028,9.136,15.009,17.956,22.207,27.718,33.602,50.319,189.249,0.050
55,445.800,21.654,9.761,15.843,18.981,23.753,30.165,35.547,88.688,249.941,0.046
