Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1698.800,59.547,0.004,14.659,49.018,96.076,129.986,151.591,208.745,499.197,0.017
5,1513.200,65.970,0.007,15.483,58.409,106.769,141.038,161.436,200.015,382.488,0.015
10,1449.000,68.829,0.005,16.477,59.718,107.589,143.464,166.587,223.283,580.063,0.015
15,1395.200,72.047,0.009,18.224,65.150,113.641,143.202,164.697,217.335,689.219,0.014
20,1359.200,73.111,0.005,18.792,63.965,113.587,148.120,171.052,233.445,524.837,0.014
25,1328.600,75.594,0.004,19.668,67.776,118.430,149.176,173.458,233.432,768.295,0.013
30,1355.600,73.537,0.006,18.952,67.640,115.074,145.119,169.134,217.344,518.211,0.014
35,1298.600,77.118,0.006,20.133,68.683,119.432,153.938,180.218,263.096,611.917,0.013
40,1347.200,74.228,0.015,19.412,66.186,114.984,146.975,169.249,227.592,534.762,0.013
45,1259.600,80.912,0.008,19.976,69.862,123.371,158.049,183.387,363.656,537.438,0.012
50,1267.200,77.194,0.020,20.376,70.856,121.293,151.506,173.731,225.378,528.085,0.013
55,1258.000,77.306,0.028,21.603,71.589,119.897,149.367,174.561,220.265,539.183,0.013
