Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1750887895.794836,93603,19,1
4,UpdateRecord,1750887895.794837,208759,13,1
6,ReadModifyWriteRecord,1750887895.794890,296882,17,1
3,ScanRecord,1750887895.794956,153306,4,1
1,ReadRecord,1750887895.795016,155627,9,1
1,ReadRecord,1750887895.795090,111799,15,1
5,DeleteRecord,1750887895.795143,212100,10,1
1,ReadRecord,1750887895.795196,79646,22,1
3,ScanRecord,1750887895.795242,167890,5,1
6,ReadModifyWriteRecord,1750887895.795340,296476,23,1
1,ReadRecord,1750887895.795372,101531,8,1
1,ReadRecord,1750887895.795424,140366,14,1
3,ScanRecord,1750887895.795468,177516,12,1
5,DeleteRecord,1750887895.795480,207424,21,1
4,UpdateRecord,1750887895.795611,207227,1,1
3,ScanRecord,1750887895.795624,141422,24,1
3,ScanRecord,1750887895.795655,137470,0,1
2,InsertRecord,1750887895.795692,55863,27,1
1,ReadRecord,1750887895.795715,130631,11,1
1,ReadRecord,1750887895.795882,118552,7,1
5,DeleteRecord,1750887895.795958,206944,2,1
1,ReadRecord,1750887895.795979,97688,29,1
1,ReadRecord,1750887895.796012,94275,20,1
4,UpdateRecord,1750887895.796078,206697,3,1
1,ReadRecord,1750887895.796175,96115,25,1
1,ReadRecord,1750887895.796198,115114,16,1
6,ReadModifyWriteRecord,1750887895.796322,297021,6,1
1,ReadRecord,1750887895.796322,103790,30,1
1,ReadRecord,1750887895.796417,134745,31,1
1,ReadRecord,1750887895.796435,105654,18,1
1,ReadRecord,1750887895.796491,112541,26,1
1,ReadRecord,1750887895.796767,107109,33,1
1,ReadRecord,1750887895.796794,88265,28,1
1,ReadRecord,1750887895.796917,86854,32,1
6,ReadModifyWriteRecord,1750887895.797032,295527,35,1
1,ReadRecord,1750887895.797192,83508,37,1
5,DeleteRecord,1750887895.797341,204829,38,1
6,ReadModifyWriteRecord,1750887895.797525,295099,39,1
5,DeleteRecord,1750887895.797650,204499,34,1
4,UpdateRecord,1750887895.797818,206650,40,1
6,ReadModifyWriteRecord,1750887895.797905,294842,41,1
1,ReadRecord,1750887895.797992,79214,36,1
1,ReadRecord,1750887895.798193,84490,42,1
4,UpdateRecord,1750887895.798234,206190,43,1
1,ReadRecord,1750887895.798350,115027,44,1
5,DeleteRecord,1750887895.798458,203610,45,1
1,ReadRecord,1750887895.798561,117892,46,1
6,ReadModifyWriteRecord,1750887895.798700,294524,47,1
6,ReadModifyWriteRecord,1750887895.798849,294433,48,1
6,ReadModifyWriteRecord,1750887895.798905,294513,49,1
1,ReadRecord,1750887895.851965,105408,27,1
1,ReadRecord,1750887895.874977,61515,22,1
1,ReadRecord,1750887895.877246,59222,36,1
1,ReadRecord,1750887895.880803,69840,37,1
5,DeleteRecord,1750887895.882777,123090,42,1
