Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,641.600,79.771,3.044,4.309,7.728,105.684,233.357,325.533,682.942,968.273,0.013
5,650.400,77.267,2.995,4.098,6.703,111.437,247.988,314.570,472.826,914.363,0.013
10,626.600,78.949,2.822,4.043,5.914,104.847,247.928,327.012,570.133,924.232,0.013
15,629.200,81.342,3.066,4.068,5.447,106.781,281.274,353.170,602.597,879.231,0.012
20,680.400,73.098,3.015,4.011,5.708,103.620,246.869,311.903,428.661,643.396,0.014
25,697.000,71.012,2.963,4.026,5.333,100.969,243.309,328.663,471.447,686.684,0.014
30,762.600,65.501,3.056,3.996,5.016,95.126,197.101,289.706,498.629,832.502,0.015
35,662.200,75.128,3.024,4.005,5.117,104.866,241.368,304.612,644.718,1028.139,0.013
40,719.600,69.094,2.872,4.036,6.269,106.101,199.714,263.470,474.993,726.675,0.014
45,600.000,83.447,2.742,4.144,7.079,116.282,257.653,363.479,509.346,1083.210,0.012
50,542.600,93.482,3.094,4.021,5.108,115.728,317.007,445.640,631.210,827.527,0.011
55,663.800,71.802,2.942,4.078,6.105,107.481,223.889,290.441,424.521,601.372,0.014
