Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,30.200,36.839,4.012,4.932,31.088,55.225,90.199,106.202,126.454,144.245,0.027
5,33.000,33.336,3.708,4.542,24.137,52.775,92.754,103.974,113.005,147.628,0.030
10,33.200,27.125,3.531,4.413,22.019,44.531,59.389,80.742,106.577,118.089,0.037
15,33.000,39.995,3.577,4.378,33.219,57.829,88.841,119.432,175.418,178.632,0.025
20,31.600,35.918,3.426,4.250,31.624,53.955,86.660,111.274,171.297,171.306,0.028
25,37.000,44.441,3.303,4.399,26.324,69.818,109.227,162.559,239.827,245.020,0.023
30,42.000,36.266,3.399,4.321,25.791,57.819,98.669,116.449,142.862,160.220,0.028
35,33.800,48.156,3.391,4.544,32.504,69.985,105.830,161.746,297.191,305.879,0.021
40,35.400,51.992,3.479,5.181,43.033,80.204,108.459,149.717,186.488,211.868,0.019
45,32.400,57.497,3.347,4.898,45.671,99.952,137.249,165.766,205.492,225.464,0.017
50,22.600,47.217,3.646,4.624,37.061,77.473,104.669,113.074,187.308,201.433,0.021
55,32.200,55.510,3.797,4.681,34.119,89.104,136.940,183.207,198.186,258.008,0.018
