Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,66.600,93.495,3.178,4.660,40.779,87.642,207.424,554.975,789.607,909.550,0.011
5,67.000,78.364,2.995,4.527,37.428,79.519,193.763,385.396,671.723,758.045,0.013
10,59.200,87.490,2.822,4.779,42.206,85.156,271.809,432.327,771.742,779.998,0.011
15,61.800,86.548,3.066,4.236,40.739,91.992,239.249,420.157,639.608,759.122,0.012
20,69.800,71.668,3.015,4.063,36.383,84.183,190.774,333.787,510.097,571.148,0.014
25,72.600,82.895,3.013,4.324,50.910,103.203,211.912,351.768,604.323,685.661,0.012
30,72.400,85.064,3.161,4.306,43.065,104.345,224.540,343.766,590.657,828.020,0.012
35,64.600,89.496,3.024,4.336,40.174,94.637,249.528,368.172,870.481,904.594,0.011
40,67.800,77.486,2.872,4.373,38.671,97.330,190.365,330.944,567.931,699.955,0.013
45,66.600,90.030,2.742,4.483,55.162,107.141,190.405,375.485,577.810,930.204,0.011
50,54.400,92.960,3.150,4.249,37.174,104.126,211.099,500.370,672.638,743.399,0.011
55,63.000,95.864,2.942,19.146,71.198,109.056,241.395,376.186,502.833,550.366,0.010
