Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,321.000,28.734,3.044,4.037,4.412,5.146,101.024,173.232,336.843,419.198,0.035
5,320.000,29.647,3.249,3.879,4.190,4.813,110.699,189.832,304.899,419.719,0.034
10,314.800,26.458,3.109,3.840,4.119,4.588,96.581,170.278,320.007,512.846,0.038
15,317.400,28.966,3.137,3.872,4.182,4.692,98.704,206.742,369.193,606.015,0.035
20,338.400,24.412,3.056,3.817,4.128,4.578,95.116,143.023,268.761,379.873,0.041
25,348.000,23.459,2.963,3.806,4.131,4.666,70.609,114.775,319.870,491.774,0.043
30,381.200,20.499,3.065,3.831,4.093,4.539,69.607,117.518,263.712,464.292,0.049
35,338.800,22.808,3.038,3.820,4.096,4.559,94.873,123.978,273.186,348.679,0.044
40,364.000,24.377,3.050,3.840,4.121,4.637,98.487,129.781,298.666,437.164,0.041
45,290.400,23.902,3.122,3.903,4.239,4.946,89.148,126.961,320.913,472.277,0.042
50,272.600,28.608,3.094,3.853,4.135,4.578,97.320,216.399,402.888,504.378,0.035
55,340.000,20.077,3.175,3.856,4.170,4.699,77.867,120.034,247.224,308.791,0.050
