Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,97.400,312.722,5.586,77.023,157.606,263.370,630.329,1402.728,3313.097,4843.286,0.003
5,120.400,249.787,5.264,51.835,100.389,186.118,850.140,1125.650,2243.139,2924.510,0.004
10,215.400,169.689,5.507,20.379,34.508,63.187,477.850,1305.957,1617.922,2843.234,0.006
15,244.200,161.037,5.719,17.231,32.601,55.504,169.346,1537.353,1921.644,3360.037,0.006
20,218.000,128.541,5.573,15.793,35.394,91.080,232.953,678.419,1736.452,1899.256,0.008
25,126.000,145.503,5.456,8.029,46.006,194.182,301.351,436.059,1573.909,2920.931,0.007
30,151.200,178.747,5.218,8.331,41.642,150.168,296.238,967.983,2260.550,4109.478,0.006
35,140.000,343.842,5.182,6.626,12.789,41.335,2329.353,2506.327,4961.031,10633.436,0.003
40,103.000,554.718,5.326,6.461,8.024,38.727,3014.174,4198.587,7154.962,9981.344,0.002
45,67.800,729.489,5.394,6.581,8.323,42.151,4150.246,4636.805,8733.477,13592.932,0.001
50,70.200,478.297,5.677,7.168,14.584,63.299,3664.554,4066.284,4579.335,8438.312,0.002
55,67.000,85.888,5.414,6.984,10.627,42.083,100.073,124.420,4396.536,4563.918,0.012
