Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,908.600,119.520,2.265,3.504,28.982,141.534,325.180,469.002,1341.660,4843.286,0.008
5,1266.600,76.290,2.359,3.314,13.857,78.183,193.615,300.284,993.365,2924.510,0.013
10,2196.400,45.682,2.302,3.348,10.015,32.781,75.110,127.349,767.547,2843.234,0.022
15,2448.000,41.878,2.312,3.423,9.945,28.571,63.993,92.903,832.434,3360.037,0.024
20,2171.800,43.130,1.789,3.385,9.449,33.519,85.341,183.686,584.625,1899.256,0.023
25,1389.600,73.817,2.398,3.282,12.899,77.659,258.009,354.063,528.119,2920.931,0.014
30,1440.800,73.814,2.335,3.393,12.363,60.232,193.227,340.000,896.670,4109.478,0.014
35,1505.000,75.360,2.109,3.249,6.508,27.909,58.904,95.950,2225.597,10633.436,0.013
40,1010.600,109.090,2.401,3.176,5.729,28.038,60.760,108.467,3118.163,9981.344,0.009
45,694.000,146.464,2.314,3.456,6.262,38.605,78.228,134.484,4098.500,13592.932,0.007
50,739.400,116.456,2.523,3.719,7.545,42.960,101.603,167.565,3654.061,8438.312,0.009
55,717.600,62.664,2.509,3.652,6.508,42.167,98.841,137.879,2184.849,4563.918,0.016
