Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,452.400,21.693,2.265,3.095,3.502,18.992,66.715,111.751,190.485,573.254,0.046
5,647.400,13.007,2.359,3.029,3.323,5.382,36.490,60.594,140.002,335.735,0.077
10,1097.000,7.852,2.359,3.064,3.349,4.422,18.262,31.840,66.971,216.447,0.127
15,1217.600,7.602,2.312,3.113,3.420,5.197,17.656,27.927,60.263,145.797,0.132
20,1091.400,8.676,2.319,3.088,3.390,4.582,19.068,34.179,85.313,343.410,0.115
25,696.600,17.033,2.398,3.016,3.285,4.339,46.786,82.057,240.944,588.215,0.059
30,716.600,14.019,2.335,3.061,3.388,4.443,36.861,61.087,183.319,528.025,0.071
35,755.400,8.404,2.354,2.987,3.251,3.712,24.828,40.494,69.297,203.959,0.119
40,513.400,8.015,2.401,2.953,3.184,3.540,20.363,39.009,77.860,175.750,0.125
45,347.000,11.702,2.499,3.085,3.458,4.177,38.801,63.385,117.664,242.277,0.085
50,364.400,12.343,2.523,3.158,3.707,4.402,37.909,70.170,116.602,182.066,0.081
55,357.800,12.193,2.509,3.107,3.656,4.327,38.669,69.318,133.664,199.438,0.082
