Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,43.800,19.076,6.743,9.458,13.612,24.687,35.048,53.807,64.295,77.489,0.052
5,68.200,12.362,6.576,8.657,9.919,12.679,21.045,26.745,38.166,42.852,0.081
10,102.600,10.348,6.242,7.847,8.664,9.981,12.275,19.686,42.868,139.107,0.097
15,119.800,9.443,5.960,8.015,8.760,9.940,11.783,13.982,22.543,24.513,0.106
20,107.000,12.856,6.016,8.113,9.121,12.739,23.203,29.715,55.148,91.958,0.078
25,70.200,19.389,6.245,13.270,18.716,24.731,30.534,34.534,39.851,42.587,0.052
30,67.200,20.458,7.021,14.220,20.399,25.678,30.391,32.799,39.840,56.544,0.049
35,76.400,18.681,6.131,11.324,16.913,24.147,30.103,33.624,41.954,72.164,0.054
40,48.400,22.919,6.049,14.561,22.750,30.397,36.407,42.397,47.993,49.704,0.044
45,39.000,32.674,11.102,27.349,34.184,38.156,41.028,42.872,49.723,56.653,0.031
50,40.000,33.037,10.995,27.527,33.168,38.881,43.674,47.292,53.970,61.378,0.030
55,38.000,32.331,13.856,26.038,31.821,37.872,43.955,46.641,68.071,69.957,0.031
