Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,ReadModifyWriteRecord,1750886212.761612,117918,10,1
1,ReadRecord,1750886212.761614,37139,17,1
1,ReadRecord,1750886212.761660,87915,6,1
1,ReadRecord,1750886212.761690,38729,18,1
5,DeleteRecord,1750886212.761813,163703,15,1
1,ReadRecord,1750886212.761877,36923,19,1
1,ReadRecord,1750886212.761957,36792,9,1
6,ReadModifyWriteRecord,1750886212.762067,85103,42,1
1,ReadRecord,1750886212.762114,36931,11,1
3,ScanRecord,1750886212.762135,121780,43,1
1,ReadRecord,1750886212.762206,36541,41,1
3,ScanRecord,1750886212.762230,338169,5,1
5,DeleteRecord,1750886212.762390,95576,22,1
2,InsertRecord,1750886212.762408,77489,1,1
4,UpdateRecord,1750886212.762490,118334,46,1
6,ReadModifyWriteRecord,1750886212.762618,115575,14,1
5,DeleteRecord,1750886212.762659,63459,25,1
6,ReadModifyWriteRecord,1750886212.762710,135244,0,1
3,ScanRecord,1750886212.762820,338188,4,1
1,ReadRecord,1750886212.762887,36201,47,1
1,ReadRecord,1750886212.762919,137519,12,1
4,UpdateRecord,1750886212.762972,150960,13,1
4,UpdateRecord,1750886212.762990,105511,3,1
1,ReadRecord,1750886212.763058,37558,48,1
2,InsertRecord,1750886212.763146,62742,16,1
1,ReadRecord,1750886212.763219,36737,2,1
6,ReadModifyWriteRecord,1750886212.763249,94641,36,1
4,UpdateRecord,1750886212.763398,240740,7,1
6,ReadModifyWriteRecord,1750886212.763417,107965,8,1
1,ReadRecord,1750886212.763458,35415,49,1
1,ReadRecord,1750886212.763588,35320,40,1
3,ScanRecord,1750886212.763684,220921,50,1
1,ReadRecord,1750886212.763847,74444,23,1
4,UpdateRecord,1750886212.764095,198217,32,1
3,ScanRecord,1750886212.764183,247576,29,1
1,ReadRecord,1750886212.764366,36367,21,1
2,InsertRecord,1750886212.764615,62841,51,1
1,ReadRecord,1750886212.764772,34278,44,1
1,ReadRecord,1750886212.764955,73576,52,1
1,ReadRecord,1750886212.765152,34798,34,1
4,UpdateRecord,1750886212.765260,114094,53,1
6,ReadModifyWriteRecord,1750886212.765420,141481,20,1
1,ReadRecord,1750886212.765656,33663,45,1
1,ReadRecord,1750886212.765794,33300,31,1
5,DeleteRecord,1750886212.765877,61497,54,1
1,ReadRecord,1750886212.765993,34612,27,1
1,ReadRecord,1750886212.766220,34396,55,1
1,ReadRecord,1750886212.766362,33443,56,1
5,DeleteRecord,1750886212.766605,144281,28,1
6,ReadModifyWriteRecord,1750886212.766679,91181,30,1
1,ReadRecord,1750886212.767043,32862,33,1
5,DeleteRecord,1750886212.767208,72684,57,1
6,ReadModifyWriteRecord,1750886212.767274,112373,35,1
1,ReadRecord,1750886212.767458,31662,37,1
1,ReadRecord,1750886212.767573,32342,24,1
3,ScanRecord,1750886212.767722,217866,39,1
1,ReadRecord,1750886212.767892,32714,26,1
3,ScanRecord,1750886212.768050,254757,38,1
2,InsertRecord,1750886212.768155,71648,58,1
1,ReadRecord,1750886212.768382,32100,59,1
1,ReadRecord,1750886212.768493,82716,60,1
1,ReadRecord,1750886212.768721,38649,61,1
4,UpdateRecord,1750886212.768928,109450,63,1
1,ReadRecord,1750886212.769128,132271,64,1
1,ReadRecord,1750886212.769217,29555,65,1
3,ScanRecord,1750886212.769408,159782,62,1
3,ScanRecord,1750886212.769622,110457,66,1
1,ReadRecord,1750886212.769807,29933,67,1
1,ReadRecord,1750886212.769915,30808,68,1
1,ReadRecord,1750886212.770098,31213,69,1
1,ReadRecord,1750886212.770210,30255,70,1
4,UpdateRecord,1750886212.770334,102739,71,1
2,InsertRecord,1750886212.770535,56891,72,1
1,ReadRecord,1750886212.770626,29153,73,1
1,ReadRecord,1750886212.770745,29110,74,1
3,ScanRecord,1750886212.770998,245732,75,1
4,UpdateRecord,1750886212.771156,107103,76,1
6,ReadModifyWriteRecord,1750886212.771313,282171,78,1
6,ReadModifyWriteRecord,1750886212.771576,113673,79,1
6,ReadModifyWriteRecord,1750886212.771703,127004,80,1
5,DeleteRecord,1750886212.771965,92531,81,1
1,ReadRecord,1750886212.772157,28381,82,1
5,DeleteRecord,1750886212.772319,55152,83,1
5,DeleteRecord,1750886212.772566,54448,84,1
6,ReadModifyWriteRecord,1750886212.772781,127755,85,1
5,DeleteRecord,1750886212.773069,84847,86,1
5,DeleteRecord,1750886212.773074,54494,87,1
1,ReadRecord,1750886212.773274,78847,77,1
3,ScanRecord,1750886212.773449,233988,88,1
