Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,136.000,291.374,3.583,187.018,284.415,407.264,509.654,566.913,690.787,772.060,0.003
5,175.800,173.959,2.754,103.671,168.426,233.339,317.449,361.243,485.719,566.702,0.006
10,339.000,62.623,2.302,29.966,55.376,83.108,121.988,143.364,215.027,281.324,0.016
15,380.800,54.632,3.153,26.858,51.829,75.795,102.168,117.396,147.672,170.080,0.018
20,321.800,90.010,1.789,29.856,57.375,92.592,260.731,320.063,389.959,525.369,0.011
25,217.200,228.739,2.483,49.941,254.614,352.581,453.358,506.704,558.698,630.328,0.004
30,212.600,178.417,3.102,49.650,137.109,287.291,410.411,474.735,563.432,641.643,0.006
35,227.200,43.582,2.109,15.791,38.443,62.793,87.446,107.327,139.770,211.919,0.023
40,147.800,45.088,3.391,12.574,36.552,67.317,103.590,124.971,166.384,195.568,0.022
45,103.600,56.502,2.314,13.662,44.574,80.494,119.071,144.877,232.420,313.303,0.018
50,118.600,71.200,3.586,16.728,61.820,104.920,159.927,185.785,238.773,278.275,0.014
55,112.600,75.599,2.640,15.684,71.490,117.779,159.320,183.450,220.377,322.034,0.013
