Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,56.800,120.020,6.416,9.634,22.143,85.543,507.362,537.626,578.676,857.825,0.008
5,74.200,19.067,5.968,8.500,11.293,16.767,24.702,37.330,218.274,612.745,0.052
10,71.600,17.233,5.618,7.996,15.026,22.612,30.079,34.763,38.000,288.010,0.058
15,31.800,15.573,5.191,7.505,9.277,23.335,31.666,37.665,39.782,39.905,0.064
20,29.000,20.390,5.353,8.544,15.167,32.797,41.026,44.886,53.612,77.322,0.049
25,61.400,17.928,5.335,7.883,17.082,26.401,31.865,36.968,39.084,39.108,0.056
30,41.200,20.557,5.019,8.564,19.823,29.621,37.009,39.627,40.960,44.474,0.049
35,59.600,18.435,5.349,7.756,17.268,28.053,32.631,34.979,37.355,37.585,0.054
40,30.800,25.074,5.557,7.886,9.566,26.546,34.134,36.193,41.097,1429.983,0.040
45,48.600,25.075,5.334,8.549,24.148,34.580,42.120,43.129,75.275,344.934,0.040
50,46.200,21.592,5.032,8.094,18.068,33.110,42.273,44.918,46.577,253.414,0.046
55,46.800,28.934,5.484,8.667,22.785,41.098,70.992,75.910,80.534,100.316,0.035
