Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,1481.470,848.484,1005.856,1546.053,1815.214,2109.521,2260.494,2473.736,2473.736,0.001
5,22.400,1625.520,856.040,1058.620,1824.210,1962.268,2102.846,2213.299,2282.066,2321.227,0.001
10,22.000,1258.012,843.948,918.362,1281.664,1579.508,1658.500,1738.200,1808.151,1824.581,0.001
15,10.000,947.357,835.124,881.999,912.814,957.999,1195.117,1287.465,1298.286,1298.286,0.001
20,8.600,947.256,847.537,871.953,892.525,967.064,1133.129,1246.864,1305.690,1305.690,0.001
25,21.200,1076.387,848.947,927.225,1000.131,1154.779,1446.070,1546.988,1582.539,1611.239,0.001
30,11.800,1098.505,850.279,900.238,964.696,1173.467,1611.166,1626.118,1706.694,1706.694,0.001
35,16.000,1095.765,857.959,890.052,973.701,1356.052,1478.170,1524.458,1631.337,1631.337,0.001
40,10.600,1051.778,847.152,892.788,971.851,1202.598,1330.687,1419.005,1483.677,1483.677,0.001
45,14.000,964.804,844.040,873.510,925.780,976.774,1221.060,1312.914,1373.142,1373.142,0.001
50,13.400,951.759,840.936,879.113,919.302,964.530,1117.127,1301.075,1391.903,1391.903,0.001
55,10.200,927.524,838.411,887.366,913.994,947.798,974.379,1057.330,1258.346,1258.346,0.001
