Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.800,13.356,0.011,0.025,0.029,0.236,92.934,101.155,197.319,197.319,0.075
5,24.000,589.850,0.006,0.025,40.051,81.693,3216.333,3473.862,4992.433,5011.204,0.002
10,21.800,1402.940,0.013,58.978,115.489,2744.889,4074.272,4176.248,4251.819,4269.000,0.001
15,6.000,2624.177,0.013,1745.150,3102.378,3978.453,4036.074,4040.953,4042.410,4042.410,0.000
20,9.400,2531.111,0.015,590.627,3557.769,3622.475,3672.376,3681.254,3686.778,3686.778,0.000
25,15.800,1753.292,0.018,85.995,2026.785,3103.200,3580.730,3615.618,3634.272,3634.272,0.001
30,11.000,1624.114,0.023,87.797,1918.972,2790.657,2805.643,2819.365,2822.044,2822.044,0.001
35,12.600,2647.872,0.018,2012.720,3076.302,4155.466,4240.983,4248.186,4253.298,4253.298,0.000
40,11.400,2054.559,0.015,1592.065,2772.984,2877.619,2897.420,2903.456,2915.354,2915.354,0.000
45,16.400,1969.829,0.006,1920.130,2284.984,2855.584,2899.017,2903.131,2913.356,2913.356,0.001
50,15.600,2098.660,0.002,1056.479,1991.180,3746.905,3821.264,3837.712,3851.391,3851.391,0.000
55,8.800,1393.342,0.007,343.067,2039.381,2155.824,2172.120,2172.760,2180.126,2180.126,0.001
