Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.200,6.291,0.024,0.054,0.076,0.151,38.891,55.917,63.321,64.706,0.159
5,37.600,14.205,0.019,0.057,13.116,23.091,34.946,40.280,60.400,66.390,0.070
10,30.800,26.845,0.010,0.169,30.549,46.034,54.461,57.329,61.037,61.251,0.037
15,13.000,23.199,0.018,0.057,12.913,43.632,59.988,63.068,66.174,66.174,0.043
20,11.800,21.458,0.020,0.043,13.855,35.489,55.137,72.717,76.495,76.495,0.047
25,34.600,29.915,0.013,11.011,20.216,57.190,64.718,69.737,72.780,73.453,0.033
30,15.200,42.421,0.020,12.980,56.340,67.735,71.992,73.031,78.378,78.378,0.024
35,24.600,31.875,0.008,5.394,24.535,60.390,72.446,77.942,83.578,84.437,0.031
40,13.400,25.065,0.008,0.060,15.578,48.831,63.117,68.906,74.713,74.713,0.040
45,20.200,40.384,0.005,12.782,30.147,68.709,80.215,83.431,86.807,87.834,0.025
50,23.000,36.435,0.009,12.995,22.853,65.844,80.182,83.396,90.298,90.450,0.027
55,18.600,49.708,0.017,14.068,44.402,82.749,111.539,127.072,134.609,134.609,0.020
