Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,29.000,2532.486,1.121,80.726,2912.910,4373.900,4932.165,4939.041,4950.942,4958.113,0.000
5,45.600,1122.064,13.154,48.069,64.844,2435.653,3392.649,4920.731,5008.418,5291.434,0.001
10,41.800,1743.479,27.441,64.404,2632.178,2733.399,4097.953,4157.774,4174.828,4179.033,0.001
15,19.600,3193.615,13.165,2181.594,3909.201,3991.941,4003.065,4013.784,4024.250,4024.250,0.000
20,13.400,3112.384,13.777,2753.591,3617.227,3665.815,3679.970,3684.528,3689.211,3689.211,0.000
25,35.800,2189.706,10.758,741.051,2886.118,3496.770,3607.553,3619.820,3637.144,3639.717,0.000
30,22.400,1566.248,24.480,76.607,1816.410,2774.964,2820.203,2822.456,2825.317,2826.272,0.001
35,29.800,2645.998,8.860,2387.477,3107.828,3253.346,4207.198,4230.435,4238.807,4239.858,0.000
40,15.400,2238.091,368.488,1703.702,2790.197,2871.817,2887.818,2892.956,2905.021,2905.021,0.000
45,27.800,2031.849,8.432,1360.296,2250.204,2829.340,2896.556,2911.254,2914.885,2916.549,0.000
50,29.000,2405.150,11.432,1901.795,2002.721,3748.514,3835.361,3844.844,3863.660,3865.276,0.000
55,14.400,1713.740,8.851,1247.132,2046.084,2151.805,2169.631,2170.931,2175.252,2175.252,0.001
