Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,135.600,65.854,0.626,1.164,77.973,114.828,141.025,173.095,227.152,335.144,0.015
5,124.000,87.977,0.650,78.978,102.549,118.982,136.423,144.666,208.349,228.107,0.011
10,115.400,91.474,0.634,78.782,103.608,122.325,137.151,154.450,196.230,207.521,0.011
15,135.800,86.873,0.587,26.870,102.538,120.713,135.810,145.157,187.321,220.306,0.012
20,132.800,87.497,0.554,18.987,101.422,119.515,132.408,141.750,322.188,387.372,0.011
25,124.800,99.784,0.719,91.248,109.563,125.479,142.205,156.720,186.782,212.840,0.010
30,129.400,99.855,0.649,96.042,110.323,124.343,136.704,146.943,171.969,220.730,0.010
35,126.200,105.327,0.705,99.012,112.762,128.238,140.609,147.729,159.425,169.871,0.009
40,119.200,113.467,0.655,100.897,118.632,135.063,152.016,174.083,223.355,231.299,0.009
45,125.000,110.087,0.607,100.818,114.020,125.946,136.357,145.745,180.602,237.354,0.009
50,124.200,113.041,2.170,99.647,115.191,129.590,146.213,154.483,177.685,203.884,0.009
55,123.200,110.213,0.758,101.445,114.535,126.544,138.753,146.137,155.115,167.043,0.009
