Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,DeleteReservation,1750960591.454700,1226,89,1
3,FindOpenSeats,1750960591.454735,32386,57,1
3,FindOpenSeats,1750960591.454897,32341,59,1
4,NewReservation,1750960591.455100,292211,54,1
4,NewReservation,1750960591.455206,292787,69,1
3,FindOpenSeats,1750960591.455313,34092,55,1
6,UpdateReservation,1750960591.455467,827,67,1
2,FindFlights,1750960591.455522,279892,58,1
4,NewReservation,1750960591.455669,27693,60,1
4,NewReservation,1750960591.455774,15035,62,1
3,FindOpenSeats,1750960591.455904,20747,66,1
3,FindOpenSeats,1750960591.455990,32487,64,1
4,NewReservation,1750960591.456032,367604,63,1
3,FindOpenSeats,1750960591.456084,38078,70,1
3,FindOpenSeats,1750960591.456118,45857,75,1
6,UpdateReservation,1750960591.456191,832,89,1
3,FindOpenSeats,1750960591.456256,36912,72,1
2,FindFlights,1750960591.456360,415476,67,1
6,UpdateReservation,1750960591.456400,1016,78,1
6,UpdateReservation,1750960591.456447,1195,76,1
2,FindFlights,1750960591.456498,297828,68,1
2,FindFlights,1750960591.456566,499907,80,1
1,DeleteReservation,1750960591.456608,1014,73,1
6,UpdateReservation,1750960591.456765,973,74,1
1,DeleteReservation,1750960591.456797,837,81,1
5,UpdateCustomer,1750960591.456961,303491,79,1
3,FindOpenSeats,1750960591.457013,62748,77,1
5,UpdateCustomer,1750960591.457043,287136,86,1
6,UpdateReservation,1750960591.457065,997,89,1
4,NewReservation,1750960591.457220,299160,85,1
3,FindOpenSeats,1750960591.457331,53832,84,1
1,DeleteReservation,1750960591.457393,1921,99,1
4,NewReservation,1750960591.457441,304387,90,1
3,FindOpenSeats,1750960591.457496,29377,6,1
3,FindOpenSeats,1750960591.457680,48500,81,1
3,FindOpenSeats,1750960591.457694,49640,73,1
4,NewReservation,1750960591.457707,341124,83,1
3,FindOpenSeats,1750960591.457735,36266,76,1
