Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,955,955.000,672,15438,39221,114648,200708,285576,341124,559684,701082
1,977,977.000,647,14175,54538,103359,163624,251760,300188,526362,699008
2,849,849.000,679,16027,110810,119905,179372,265832,317667,533047,721334
3,844,844.000,673,16888,104904,115224,177154,254379,333028,541921,602160
4,837,837.000,626,16751,102158,121241,175686,251649,332115,612006,832102
5,809,809.000,544,15351,113938,125890,171177,265421,329564,558775,2871608
6,860,860.000,574,13551,107783,113272,166860,257509,305300,505186,645288
7,842,842.000,746,15395,111498,121349,170223,248566,332466,621509,804759
8,774,774.000,700,15689,117547,124811,185247,263841,315007,537967,838625
9,774,774.000,650,18791,114304,127307,174906,260702,378841,642036,977517
10,843,843.000,634,14997,106392,121439,180742,262163,309175,574106,846870
11,756,756.000,652,18138,118122,132970,183963,266399,404110,643334,837400
12,837,837.000,639,15713,114002,134144,173081,273122,390718,937794,1199988
13,632,632.000,660,16148,110106,136232,198170,322672,427088,600659,831498
14,798,798.000,646,14876,115470,125693,197169,291433,351364,465161,553203
15,870,870.000,687,15199,106409,113280,178228,261818,300305,362416,445358
16,804,804.000,587,21051,113713,122857,183354,270768,320432,464137,609132
17,949,949.000,708,16220,107978,106279,161188,233489,267045,363112,451937
18,875,875.000,725,16022,110934,116122,181733,260948,309533,421442,500597
19,906,906.000,734,18358,103672,109269,165053,242779,277173,433662,575147
20,905,905.000,728,18544,111877,111318,174523,249848,287617,391975,449055
21,951,951.000,808,16308,98424,102459,156863,237326,275871,390887,457904
22,870,870.000,554,17280,107011,118173,177358,259240,309400,490444,762047
23,716,716.000,660,19719,120892,141255,205098,357013,420397,535821,761410
24,834,834.000,643,18277,112100,117771,181062,256135,308983,430239,532847
25,854,854.000,719,19167,114560,115146,170188,243988,294478,417010,576987
26,897,897.000,4183,14170,111106,112468,162751,245855,292699,470063,846348
27,785,785.000,822,20714,122666,130110,190112,273266,335824,454753,1463179
28,729,729.000,741,24401,134040,130683,199080,269442,307434,397124,528655
29,832,832.000,734,25136,117440,124868,189823,267916,303693,407986,510038
30,791,791.000,711,21060,110668,122581,180602,275985,337140,502395,621718
31,874,874.000,843,19837,119459,117311,181757,236059,287823,384818,558436
32,914,914.000,667,18068,106233,107870,165529,232841,280195,373314,434513
33,861,861.000,649,19639,116132,114528,176010,250513,284541,355367,504573
34,969,969.000,702,16022,110134,105970,167339,220590,283049,344168,432186
35,882,882.000,724,19487,116426,114969,172008,246023,289987,379213,421683
36,772,772.000,743,24519,123409,121422,184900,239158,284253,371831,450548
37,806,806.000,753,22352,125788,129276,192957,265844,311387,429457,586762
38,846,846.000,705,20601,124758,117659,182089,234256,284532,373314,475228
39,882,882.000,947,21412,109762,115935,178744,246234,296766,434898,539228
40,799,799.000,765,27572,120065,120362,182165,255509,285144,336173,384505
41,788,788.000,3375,24886,127654,127046,189190,271162,303831,365772,554947
42,833,833.000,655,22847,120536,127073,190012,266052,317353,420150,759120
43,622,622.000,708,28374,137222,149350,221867,311064,373074,557625,1322486
44,928,928.000,697,18638,121847,110665,170121,228473,259292,295749,367330
45,835,835.000,955,22015,124276,122238,188321,247283,291652,370620,474506
46,807,807.000,5494,20931,124533,120198,176925,249395,286096,373385,482307
47,844,844.000,2180,19215,118722,118819,180629,253008,293782,386143,491517
48,944,944.000,607,19046,109194,107246,170427,223614,267268,355895,483090
49,902,902.000,804,18825,114327,108284,165473,214364,263496,321141,447409
50,921,921.000,2170,18567,117857,109380,166554,221332,265636,324948,411196
51,842,842.000,7280,21446,123297,118574,180630,235712,282307,359703,441961
52,832,832.000,5462,21742,124181,117891,172928,237434,284204,351989,507328
53,910,910.000,5471,18398,115484,110793,169432,217570,273645,320634,413065
54,808,808.000,7138,25726,125809,129468,198773,266737,317224,416705,516207
55,859,859.000,7225,21806,117741,116198,176021,237524,290109,347622,494702
56,830,830.000,6056,21873,121391,118431,179127,232615,298390,396740,575259
57,862,862.000,7738,22399,118578,119059,179252,244140,293677,384428,469548
58,848,848.000,5723,19349,122721,114955,177894,226010,268438,336273,523691
59,673,673.000,758,22496,109475,111040,174440,223108,277798,357065,450822
