Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.400,4.359,0.012,0.040,0.126,8.977,10.859,11.863,14.259,14.259,0.229
5,20.000,8.006,0.009,7.839,8.862,9.675,10.239,10.619,12.499,12.499,0.125
10,12.000,8.171,0.011,8.054,8.837,10.418,10.844,11.320,18.932,18.932,0.122
15,10.400,8.562,0.029,8.548,9.369,10.473,11.326,11.495,12.305,12.305,0.117
20,12.200,8.805,0.017,8.585,9.742,11.663,12.677,12.845,13.771,13.771,0.114
25,11.000,9.603,0.018,9.189,10.531,11.350,12.218,13.703,14.267,14.267,0.104
30,15.400,8.868,0.006,6.445,10.270,11.255,12.160,12.344,13.000,13.000,0.113
35,7.400,9.827,0.005,8.803,10.492,12.288,13.674,14.014,14.312,14.312,0.102
40,11.800,10.424,0.020,9.124,11.324,12.807,14.403,15.365,19.318,19.318,0.096
45,15.600,9.758,3.021,8.662,10.540,11.890,13.416,13.827,19.773,19.773,0.102
50,11.800,10.861,3.820,9.725,11.167,11.835,13.540,14.406,19.510,19.510,0.092
55,13.000,9.857,3.597,8.954,10.049,11.368,12.503,13.060,13.854,13.854,0.101
