Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,NewReservation,1744829661.588997,2360831,4,1
3,FindOpenSeats,1744829661.589032,210960,5,1
3,FindOpenSeats,1744829661.589131,203861,7,1
3,FindOpenSeats,1744829661.589252,211511,9,1
6,UpdateReservation,1744829661.589358,132,3,1
3,FindOpenSeats,1744829661.589522,207567,1,1
3,FindOpenSeats,1744829661.589637,207288,0,1
3,FindOpenSeats,1744829661.589651,205646,3,1
1,DeleteReservation,1744829661.589774,37,13,1
1,DeleteReservation,1744829661.589830,104,13,1
4,NewReservation,1744829661.589895,3636,6,1
1,DeleteReservation,1744829661.589957,44,13,1
6,UpdateReservation,1744829661.590029,47,13,1
3,FindOpenSeats,1744829661.590035,210049,12,1
5,UpdateCustomer,1744829661.590092,248524,13,1
4,NewReservation,1744829661.590127,3632,11,1
6,UpdateReservation,1744829661.590161,43,10,1
6,UpdateReservation,1744829661.590231,37,10,1
6,UpdateReservation,1744829661.590290,31,10,1
3,FindOpenSeats,1744829661.590293,209111,15,1
6,UpdateReservation,1744829661.590345,35,10,1
4,NewReservation,1744829661.590402,2359179,10,1
5,UpdateCustomer,1744829661.590441,254521,19,1
1,DeleteReservation,1744829661.590478,22,18,1
4,NewReservation,1744829661.590520,2500,18,1
3,FindOpenSeats,1744829661.590565,210332,16,1
5,UpdateCustomer,1744829661.590745,247866,2,1
4,NewReservation,1744829661.590920,2326,14,1
4,NewReservation,1744829661.590991,2360298,17,1
2,FindFlights,1744829661.593050,684699,18,1
3,FindOpenSeats,1744829661.593271,210186,14,1
3,FindOpenSeats,1744829661.593558,202196,6,1
6,UpdateReservation,1744829661.593789,39,11,1
2,FindFlights,1744829661.593846,743116,11,1
5,UpdateCustomer,1744829661.793048,107986,7,1
4,NewReservation,1744829661.793383,2158172,8,1
6,UpdateReservation,1744829661.795339,43,3,1
5,UpdateCustomer,1744829661.795394,109661,3,1
6,UpdateReservation,1744829661.795781,39,6,1
2,FindFlights,1744829661.795836,572886,6,1
1,DeleteReservation,1744829661.796948,21,0,1
2,FindFlights,1744829661.797008,541755,0,1
3,FindOpenSeats,1744829661.797118,5175,1,1
6,UpdateReservation,1744829661.799448,39,15,1
3,FindOpenSeats,1744829661.799500,5679,15,1
3,FindOpenSeats,1744829661.800017,5767,5,1
3,FindOpenSeats,1744829661.800103,5854,12,1
2,FindFlights,1744829661.800781,689402,9,1
2,FindFlights,1744829661.800919,656823,16,1
4,NewReservation,1744829661.802315,2148025,1,1
3,FindOpenSeats,1744829661.803479,5980,14,1
3,FindOpenSeats,1744829661.805198,5898,15,1
3,FindOpenSeats,1744829661.805810,5599,5,1
6,UpdateReservation,1744829661.805976,30,12,1
2,FindFlights,1744829661.806018,530706,12,1
5,UpdateCustomer,1744829661.809485,113590,14,1
4,NewReservation,1744829661.811116,2141244,15,1
4,NewReservation,1744829661.811433,2139908,5,1
3,FindOpenSeats,1744829661.838641,91879,2,1
6,UpdateReservation,1744829661.838651,57,13,1
4,NewReservation,1744829661.838724,2093977,13,1
3,FindOpenSeats,1744829661.845003,90739,19,1
2,FindFlights,1744829661.901106,512128,7,1
4,NewReservation,1744829661.905082,2028278,3,1
5,UpdateCustomer,1744829661.923121,10819,14,1
4,NewReservation,1744829661.930572,2002050,2,1
4,NewReservation,1744829661.933960,1999635,14,1
3,FindOpenSeats,1744829661.935763,6779,19,1
1,DeleteReservation,1744829661.942575,23,19,1
4,NewReservation,1744829661.942615,1989319,19,1
3,FindOpenSeats,1744829662.277794,177181,18,1
3,FindOpenSeats,1744829662.336772,18215,12,1
3,FindOpenSeats,1744829662.336986,119117,11,1
4,NewReservation,1744829662.338805,1613985,0,1
1,DeleteReservation,1744829662.355009,23,12,1
3,FindOpenSeats,1744829662.355042,7755,12,1
5,UpdateCustomer,1744829662.362839,71119,12,1
3,FindOpenSeats,1744829662.368774,8356,6,1
3,FindOpenSeats,1744829662.377151,6137,6,1
5,UpdateCustomer,1744829662.383309,76147,6,1
4,NewReservation,1744829662.413272,1520350,7,1
2,FindFlights,1744829662.433995,492920,12,1
5,UpdateCustomer,1744829662.455003,90592,18,1
6,UpdateReservation,1744829662.456131,46,11,1
5,UpdateCustomer,1744829662.456193,67206,11,1
1,DeleteReservation,1744829662.457773,21,16,1
3,FindOpenSeats,1744829662.457804,7251,16,1
3,FindOpenSeats,1744829662.459491,6095,6,1
3,FindOpenSeats,1744829662.465080,7382,16,1
1,DeleteReservation,1744829662.465622,24,6,1
6,UpdateReservation,1744829662.465664,68,6,1
6,UpdateReservation,1744829662.465756,31,6,1
6,UpdateReservation,1744829662.465799,16,6,1
6,UpdateReservation,1744829662.465828,15,6,1
6,UpdateReservation,1744829662.465854,15,6,1
4,NewReservation,1744829662.465879,1466321,6,1
3,FindOpenSeats,1744829662.472489,6104,16,1
2,FindFlights,1744829662.478621,487668,16,1
4,NewReservation,1744829662.490215,1462732,9,1
3,FindOpenSeats,1744829662.523435,7957,11,1
6,UpdateReservation,1744829662.531415,31,11,1
3,FindOpenSeats,1744829662.531463,5749,11,1
3,FindOpenSeats,1744829662.537238,7893,11,1
2,FindFlights,1744829662.545155,452050,11,1
3,FindOpenSeats,1744829662.545631,7713,18,1
3,FindOpenSeats,1744829662.553367,7347,18,1
1,DeleteReservation,1744829662.560738,15,18,1
6,UpdateReservation,1744829662.560768,22,18,1
3,FindOpenSeats,1744829662.560801,6702,18,1
6,UpdateReservation,1744829662.567526,29,18,1
3,FindOpenSeats,1744829662.567570,6990,18,1
3,FindOpenSeats,1744829662.574583,6809,18,1
3,FindOpenSeats,1744829662.581415,6965,18,1
3,FindOpenSeats,1744829662.588403,6906,18,1
5,UpdateCustomer,1744829662.595332,11948,18,1
6,UpdateReservation,1744829662.607304,37,18,1
3,FindOpenSeats,1744829662.607355,6700,18,1
4,NewReservation,1744829662.614080,1317677,18,1
4,NewReservation,1744829662.926988,1006104,12,1
3,FindOpenSeats,1744829662.966323,8684,16,1
1,DeleteReservation,1744829662.975041,21,16,1
6,UpdateReservation,1744829662.975080,28,16,1
2,FindFlights,1744829662.975121,463170,16,1
1,DeleteReservation,1744829662.997240,17,11,1
2,FindFlights,1744829662.997267,473867,11,1
1,DeleteReservation,1744829663.438318,18,16,1
3,FindOpenSeats,1744829663.438359,10801,16,1
2,FindFlights,1744829663.449236,468592,16,1
3,FindOpenSeats,1744829663.471164,6419,11,1
4,NewReservation,1744829663.477607,456062,11,1
6,UpdateReservation,1744829663.917917,86,16,1
6,UpdateReservation,1744829663.918026,15,16,1
5,UpdateCustomer,1744829663.918053,61593,16,1
3,FindOpenSeats,1744829663.931810,6265,18,1
4,NewReservation,1744829663.931963,19177,19,1
6,UpdateReservation,1744829663.932247,51,6,1
3,FindOpenSeats,1744829663.932321,7022,6,1
4,NewReservation,1744829663.932646,19617,2,1
5,UpdateCustomer,1744829663.932730,18133,13,1
1,DeleteReservation,1744829663.933122,47204,12,1
1,DeleteReservation,1744829663.933383,40737,3,1
6,UpdateReservation,1744829663.933623,39,14,1
2,FindFlights,1744829663.933646,561342,7,1
3,FindOpenSeats,1744829663.933685,4473,14,1
6,UpdateReservation,1744829663.933694,34,11,1
1,DeleteReservation,1744829663.933746,51132,11,1
6,UpdateReservation,1744829663.938122,32,18,1
6,UpdateReservation,1744829663.938184,18,18,1
6,UpdateReservation,1744829663.938192,40,14,1
3,FindOpenSeats,1744829663.938215,5202,18,1
5,UpdateCustomer,1744829663.938253,18251,14,1
3,FindOpenSeats,1744829663.939371,5483,6,1
4,NewReservation,1744829663.943446,22421,18,1
3,FindOpenSeats,1744829663.944878,4396,6,1
6,UpdateReservation,1744829663.949301,38,6,1
5,UpdateCustomer,1744829663.949361,9294,6,1
4,NewReservation,1744829663.949618,23666,10,1
3,FindOpenSeats,1744829663.949849,36318,4,1
1,DeleteReservation,1744829663.950368,18,1,1
5,UpdateCustomer,1744829663.950403,45135,1,1
3,FindOpenSeats,1744829663.950885,36559,13,1
4,NewReservation,1744829663.951170,22528,19,1
3,FindOpenSeats,1744829663.951314,35018,17,1
3,FindOpenSeats,1744829663.951368,5739,5,1
1,DeleteReservation,1744829663.951580,16,8,1
3,FindOpenSeats,1744829663.951610,5841,8,1
3,FindOpenSeats,1744829663.952288,5592,2,1
3,FindOpenSeats,1744829663.952388,6392,15,1
