Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,295.800,12.024,2.034,2.797,3.062,3.378,8.294,90.809,192.301,279.559,0.083
5,270.000,9.965,1.849,2.719,2.966,3.282,4.088,84.298,104.765,202.342,0.100
10,245.600,11.580,1.909,2.700,2.959,3.305,3.856,85.439,202.763,339.278,0.086
15,217.000,14.657,1.982,2.644,2.911,3.239,14.546,92.948,204.982,1046.495,0.068
20,181.800,13.529,1.908,2.661,2.929,3.293,4.009,76.024,273.015,1141.366,0.074
25,257.800,8.791,1.908,2.663,2.928,3.230,3.759,61.628,109.126,303.583,0.114
30,259.400,9.829,2.045,2.656,2.908,3.199,3.677,76.286,104.972,205.268,0.102
35,257.800,8.126,1.749,2.667,2.916,3.173,3.523,70.323,102.209,197.708,0.123
40,243.800,9.537,1.887,2.730,2.989,3.326,3.773,76.413,102.510,359.961,0.105
45,262.400,9.542,1.756,2.682,2.979,3.308,3.826,79.468,112.413,237.497,0.105
50,199.600,10.203,2.123,2.744,3.020,3.393,5.081,65.718,139.721,610.505,0.098
55,265.200,8.949,2.097,2.715,2.988,3.338,3.875,61.409,105.854,203.547,0.112
