Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,59.800,73.019,3.480,5.218,69.353,95.109,185.889,271.923,386.407,469.960,0.014
5,43.000,111.256,4.096,5.613,83.233,102.299,283.632,403.766,602.739,703.316,0.009
10,59.400,68.270,3.842,4.894,44.345,83.365,168.444,292.815,496.048,577.259,0.015
15,51.000,85.098,3.568,5.413,70.572,96.468,189.809,297.216,645.947,702.722,0.012
20,57.800,59.993,3.521,4.925,48.818,85.051,154.329,183.346,401.558,487.512,0.017
25,56.000,63.537,3.615,4.884,16.311,78.173,175.159,295.775,575.802,675.295,0.016
30,54.600,75.262,3.657,5.005,40.975,83.140,169.268,284.263,672.909,700.759,0.013
35,54.000,75.921,3.664,5.039,59.263,91.401,168.070,277.912,579.365,672.493,0.013
40,46.600,80.341,3.736,5.186,50.936,85.566,196.917,351.468,606.163,696.838,0.012
45,60.400,55.905,3.341,4.842,24.528,79.083,155.501,185.500,373.197,489.538,0.018
50,54.400,71.623,3.640,5.202,68.894,99.372,169.152,192.442,382.259,471.140,0.014
55,47.800,75.855,3.561,5.019,57.370,88.311,197.050,300.565,417.631,499.582,0.013
