Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,55.400,40.440,1.912,3.217,13.970,68.141,102.685,171.258,284.837,303.858,0.025
5,58.000,49.295,1.922,3.077,18.688,67.115,150.385,212.421,295.045,461.582,0.020
10,53.000,54.405,2.031,2.973,26.518,49.473,105.953,241.132,603.138,620.146,0.018
15,42.000,85.658,1.898,2.830,21.786,84.334,220.412,339.268,1532.465,1538.008,0.012
20,35.400,54.151,2.068,3.161,27.831,61.583,101.069,178.908,530.206,1145.657,0.018
25,48.200,42.264,1.984,2.999,21.551,56.698,103.184,164.924,304.948,464.902,0.024
30,49.000,46.934,1.842,2.956,16.666,70.970,100.331,206.023,304.279,570.547,0.021
35,57.400,53.859,1.981,2.924,21.898,57.145,172.859,273.384,519.988,570.885,0.019
40,45.400,56.399,1.893,3.001,33.750,80.491,141.130,199.600,447.721,470.039,0.018
45,55.800,52.644,1.751,2.870,19.306,64.825,112.805,291.579,420.148,543.989,0.019
50,39.200,78.199,1.902,3.200,24.497,70.050,270.770,426.189,617.912,769.710,0.013
55,51.600,42.281,2.026,3.055,25.293,63.414,102.847,171.034,254.114,302.337,0.024
