Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,39.681,7.701,10.165,13.115,19.545,119.565,266.895,278.810,278.810,0.025
5,12.000,11.640,6.874,9.220,10.323,12.512,16.653,22.499,33.982,33.982,0.086
10,9.400,12.168,7.348,9.782,10.934,12.895,16.936,23.885,36.174,36.174,0.082
15,8.000,13.433,7.742,9.573,11.442,16.226,20.792,30.568,43.922,43.922,0.074
20,7.600,13.446,7.485,9.228,10.623,14.925,21.468,37.001,45.229,45.229,0.074
25,10.000,12.886,7.125,9.686,10.970,13.631,18.282,30.583,40.461,40.461,0.078
30,6.400,10.454,7.195,8.797,10.004,11.731,12.627,15.752,20.535,20.535,0.096
35,7.000,12.317,7.121,8.540,10.238,13.680,18.392,25.912,34.989,34.989,0.081
40,6.800,11.388,7.539,9.311,10.457,12.224,13.454,19.450,27.147,27.147,0.088
45,6.600,11.707,6.983,8.912,9.642,11.545,17.486,24.675,29.924,29.924,0.085
50,7.400,11.909,6.786,8.762,10.784,13.518,19.852,23.244,25.693,25.693,0.084
55,7.000,10.685,7.009,8.203,9.095,10.642,14.198,24.442,36.184,36.184,0.094
