Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.800,134.747,0.006,0.016,0.024,30.898,392.730,1167.069,1552.689,1552.689,0.007
5,6.400,699.930,0.012,441.060,939.673,958.909,1455.758,1464.752,1468.797,1468.797,0.001
10,10.400,462.971,0.017,50.507,497.827,954.496,1092.549,1108.350,1420.757,1420.757,0.002
15,10.000,489.415,0.015,51.864,520.267,583.705,951.720,959.385,995.959,995.959,0.002
20,9.800,502.064,4.423,56.890,476.754,514.072,986.748,1392.776,1413.370,1413.370,0.002
25,8.400,563.810,5.808,474.828,531.781,637.449,997.106,1125.711,1138.732,1138.732,0.002
30,9.800,514.269,0.025,188.737,484.334,939.169,1001.006,1007.490,1022.729,1022.729,0.002
35,9.200,395.623,4.536,15.781,491.236,563.967,985.415,988.160,988.945,988.945,0.003
40,6.800,635.095,5.359,479.868,532.088,1005.528,1017.706,1040.876,1041.038,1041.038,0.002
45,8.200,560.025,5.567,480.890,490.323,516.500,1022.973,1024.712,1037.984,1037.984,0.002
50,9.400,573.793,5.388,35.665,500.524,960.740,990.404,1008.983,1018.496,1018.496,0.002
55,4.800,571.206,4.922,5.841,918.739,964.451,981.108,1012.626,1030.346,1030.346,0.002
