Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1745344983.846826,100381,6,1
1,ReadRecord,1745344983.846828,101029,9,1
1,ReadRecord,1745344983.846828,98231,15,1
5,DeleteRecord,1745344983.846831,101317,5,1
3,ScanRecord,1745344983.846847,196578,16,1
1,ReadRecord,1745344983.846894,100440,17,1
4,UpdateRecord,1745344983.846952,100137,18,1
1,ReadRecord,1745344983.846977,100344,4,1
1,ReadRecord,1745344983.846988,100333,7,1
4,UpdateRecord,1745344983.847003,100158,12,1
1,ReadRecord,1745344983.847014,100218,3,1
6,ReadModifyWriteRecord,1745344983.847146,111432,14,1
6,ReadModifyWriteRecord,1745344983.847220,110035,13,1
1,ReadRecord,1745344983.847231,100837,10,1
1,ReadRecord,1745344983.847251,100082,19,1
3,ScanRecord,1745344983.847276,198700,0,1
1,ReadRecord,1745344983.847322,97730,2,1
3,ScanRecord,1745344983.847346,184290,8,1
1,ReadRecord,1745344983.847355,100145,11,1
1,ReadRecord,1745344983.847400,100105,1,1
5,DeleteRecord,1745344983.945430,10686,15,1
3,ScanRecord,1745344983.945430,33751,2,1
1,ReadRecord,1745344983.947137,4645,18,1
1,ReadRecord,1745344983.947207,12835,12,1
1,ReadRecord,1745344983.947271,4518,3,1
1,ReadRecord,1745344983.947272,4566,6,1
4,UpdateRecord,1745344983.947352,14911,7,1
4,UpdateRecord,1745344983.947355,14607,4,1
1,ReadRecord,1745344983.947366,4404,19,1
6,ReadModifyWriteRecord,1745344983.947372,16868,17,1
5,DeleteRecord,1745344983.947532,9716,1,1
3,ScanRecord,1745344983.947549,38074,11,1
2,InsertRecord,1745344983.947879,7799,9,1
1,ReadRecord,1745344983.948094,3677,10,1
1,ReadRecord,1745344983.948171,4292,5,1
2,InsertRecord,1745344983.951798,7679,19,1
6,ReadModifyWriteRecord,1745344983.951803,16001,10,1
1,ReadRecord,1745344983.951816,3372,18,1
1,ReadRecord,1745344983.951824,3498,3,1
4,UpdateRecord,1745344983.951859,13007,6,1
6,ReadModifyWriteRecord,1745344983.952483,9425,5,1
3,ScanRecord,1745344983.955210,74224,18,1
1,ReadRecord,1745344983.955343,2783,3,1
6,ReadModifyWriteRecord,1745344983.955701,11042,9,1
3,ScanRecord,1745344983.956136,61100,15,1
3,ScanRecord,1745344983.957268,88088,1,1
5,DeleteRecord,1745344983.957345,2777,13,1
5,DeleteRecord,1745344983.958149,8348,3,1
1,ReadRecord,1745344983.958613,3724,14,1
1,ReadRecord,1745344983.959504,2892,19,1
4,UpdateRecord,1745344983.960063,3577,12,1
6,ReadModifyWriteRecord,1745344983.960144,6228,13,1
1,ReadRecord,1745344983.961933,2605,5,1
1,ReadRecord,1745344983.961984,3074,4,1
1,ReadRecord,1745344983.962282,2745,7,1
1,ReadRecord,1745344983.962367,2634,14,1
1,ReadRecord,1745344983.962421,2944,19,1
1,ReadRecord,1745344983.963658,2800,12,1
1,ReadRecord,1745344983.964259,3593,17,1
1,ReadRecord,1745344983.964558,3296,5,1
1,ReadRecord,1745344983.964896,2846,6,1
4,UpdateRecord,1745344983.965025,3148,14,1
