Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,FindOpenSeats,1744833202.171302,215128,10,1
4,NewReservation,1744833202.171325,948288,1,1
3,FindOpenSeats,1744833202.171451,215422,5,1
5,UpdateCustomer,1744833202.171567,270524,4,1
2,FindFlights,1744833202.171647,784678,18,1
6,UpdateReservation,1744833202.171768,126,2,1
2,FindFlights,1744833202.171780,675348,0,1
6,UpdateReservation,1744833202.171885,145,9,1
4,NewReservation,1744833202.171962,947030,19,1
4,NewReservation,1744833202.172099,946661,7,1
3,FindOpenSeats,1744833202.172118,215379,15,1
3,FindOpenSeats,1744833202.172139,216037,9,1
5,UpdateCustomer,1744833202.172281,278810,11,1
4,NewReservation,1744833202.172305,946186,16,1
5,UpdateCustomer,1744833202.172421,267712,14,1
2,FindFlights,1744833202.172538,780302,8,1
6,UpdateReservation,1744833202.172657,57,6,1
3,FindOpenSeats,1744833202.172740,215510,6,1
3,FindOpenSeats,1744833202.172774,211714,13,1
3,FindOpenSeats,1744833202.172888,211600,17,1
5,UpdateCustomer,1744833202.173014,266895,3,1
4,NewReservation,1744833202.173122,1888,12,1
2,FindFlights,1744833202.173208,664029,2,1
2,FindFlights,1744833202.175049,678004,12,1
3,FindOpenSeats,1744833202.384645,7617,13,1
3,FindOpenSeats,1744833202.384893,6019,17,1
1,DeleteReservation,1744833202.386470,22,10,1
3,FindOpenSeats,1744833202.386502,6163,10,1
3,FindOpenSeats,1744833202.386932,5881,5,1
4,NewReservation,1744833202.387525,731327,15,1
6,UpdateReservation,1744833202.388251,418,9,1
6,UpdateReservation,1744833202.388288,422,6,1
6,UpdateReservation,1744833202.388689,95,9,1
5,UpdateCustomer,1744833202.388732,114352,6,1
4,NewReservation,1744833202.388800,732145,9,1
6,UpdateReservation,1744833202.390937,44,17,1
3,FindOpenSeats,1744833202.390998,5987,17,1
5,UpdateCustomer,1744833202.392281,119565,13,1
5,UpdateCustomer,1744833202.392684,120206,10,1
6,UpdateReservation,1744833202.392834,34,5,1
2,FindFlights,1744833202.392880,655031,5,1
1,DeleteReservation,1744833202.397011,25,17,1
3,FindOpenSeats,1744833202.397054,6717,17,1
3,FindOpenSeats,1744833202.403791,5939,17,1
6,UpdateReservation,1744833202.409754,36,17,1
6,UpdateReservation,1744833202.409811,28,17,1
2,FindFlights,1744833202.409852,564504,17,1
2,FindFlights,1744833202.439958,547853,3,1
4,NewReservation,1744833202.440169,658524,14,1
5,UpdateCustomer,1744833202.442127,16823,4,1
6,UpdateReservation,1744833202.451126,56,11,1
3,FindOpenSeats,1744833202.451194,93831,11,1
6,UpdateReservation,1744833202.458990,70,4,1
4,NewReservation,1744833202.459081,639599,4,1
3,FindOpenSeats,1744833202.503134,7542,6,1
5,UpdateCustomer,1744833202.510735,14271,6,1
4,NewReservation,1744833202.511899,590051,13,1
1,DeleteReservation,1744833202.512910,17,10,1
3,FindOpenSeats,1744833202.512936,7372,10,1
3,FindOpenSeats,1744833202.520328,7539,10,1
5,UpdateCustomer,1744833202.525041,14883,6,1
5,UpdateCustomer,1744833202.527889,12413,10,1
2,FindFlights,1744833202.540014,548078,6,1
5,UpdateCustomer,1744833202.540349,12386,10,1
4,NewReservation,1744833202.545059,554021,11,1
6,UpdateReservation,1744833202.552755,38,10,1
3,FindOpenSeats,1744833202.552806,8116,10,1
3,FindOpenSeats,1744833202.560951,7985,10,1
6,UpdateReservation,1744833202.568970,37,10,1
4,NewReservation,1744833202.569034,529855,10,1
4,NewReservation,1744833202.837301,1442,2,1
1,DeleteReservation,1744833202.838763,20,2,1
4,NewReservation,1744833202.838793,406,2,1
5,UpdateCustomer,1744833202.839216,166154,2,1
1,DeleteReservation,1744833202.847162,26,0,1
4,NewReservation,1744833202.847202,273244,0,1
4,NewReservation,1744833202.853078,539,12,1
3,FindOpenSeats,1744833202.853635,165477,12,1
3,FindOpenSeats,1744833202.952902,107750,8,1
4,NewReservation,1744833202.956352,168515,18,1
5,UpdateCustomer,1744833202.974398,102994,17,1
5,UpdateCustomer,1744833202.987856,11909,3,1
4,NewReservation,1744833202.999790,98942,3,1
6,UpdateReservation,1744833203.005401,72,2,1
5,UpdateCustomer,1744833203.005494,44698,2,1
6,UpdateReservation,1744833203.019149,67,12,1
6,UpdateReservation,1744833203.019238,39,12,1
3,FindOpenSeats,1744833203.019291,8402,12,1
6,UpdateReservation,1744833203.027735,86,12,1
3,FindOpenSeats,1744833203.027846,6603,12,1
3,FindOpenSeats,1744833203.034493,7104,12,1
1,DeleteReservation,1744833203.041626,18,12,1
3,FindOpenSeats,1744833203.041662,6506,12,1
3,FindOpenSeats,1744833203.047939,7649,5,1
4,NewReservation,1744833203.048195,83120,12,1
3,FindOpenSeats,1744833203.050263,59557,2,1
4,NewReservation,1744833203.055610,79546,5,1
4,NewReservation,1744833203.060678,83062,8,1
4,NewReservation,1744833203.077416,34054,17,1
1,DeleteReservation,1744833203.088146,25,6,1
3,FindOpenSeats,1744833203.088185,6508,6,1
3,FindOpenSeats,1744833203.094714,5336,6,1
2,FindFlights,1744833203.098715,562231,4,1
5,UpdateCustomer,1744833203.098733,17298,14,1
2,FindFlights,1744833203.098754,553801,3,1
4,NewReservation,1744833203.098912,18210,10,1
3,FindOpenSeats,1744833203.099116,4016,11,1
1,DeleteReservation,1744833203.100072,63,6,1
3,FindOpenSeats,1744833203.100149,5414,6,1
3,FindOpenSeats,1744833203.101974,4674,13,1
6,UpdateReservation,1744833203.103155,10859,11,1
3,FindOpenSeats,1744833203.105586,5249,6,1
1,DeleteReservation,1744833203.106674,34466,13,1
5,UpdateCustomer,1744833203.109854,9727,2,1
4,NewReservation,1744833203.110857,33806,6,1
1,DeleteReservation,1744833203.111513,46140,17,1
1,DeleteReservation,1744833203.114040,28606,11,1
4,NewReservation,1744833203.116057,18811,14,1
2,FindFlights,1744833203.117147,550307,10,1
1,DeleteReservation,1744833203.118518,44466,16,1
4,NewReservation,1744833203.118786,18349,7,1
3,FindOpenSeats,1744833203.118878,5674,15,1
4,NewReservation,1744833203.119019,18306,19,1
6,UpdateReservation,1744833203.119603,47,2,1
4,NewReservation,1744833203.119636,18653,1,1
5,UpdateCustomer,1744833203.119666,11601,2,1
6,UpdateReservation,1744833203.120497,118,0,1
1,DeleteReservation,1744833203.120639,43835,0,1
1,DeleteReservation,1744833203.120978,31225,9,1
4,NewReservation,1744833203.124579,19120,15,1
1,DeleteReservation,1744833203.124898,20,18,1
6,UpdateReservation,1744833203.124936,10348,18,1
5,UpdateCustomer,1744833203.131296,9765,2,1
1,DeleteReservation,1744833203.131350,29936,12,1
4,NewReservation,1744833203.134898,17443,14,1
4,NewReservation,1744833203.135179,18054,5,1
4,NewReservation,1744833203.135310,17450,18,1
3,FindOpenSeats,1744833203.137167,30920,7,1
3,FindOpenSeats,1744833203.137352,31365,19,1
3,FindOpenSeats,1744833203.138314,32249,1,1
3,FindOpenSeats,1744833203.141083,6234,2,1
6,UpdateReservation,1744833203.141168,33,13,1
3,FindOpenSeats,1744833203.141216,6218,13,1
6,UpdateReservation,1744833203.142671,38,11,1
3,FindOpenSeats,1744833203.142726,6130,11,1
3,FindOpenSeats,1744833203.143725,5661,15,1
3,FindOpenSeats,1744833203.143794,5570,8,1
3,FindOpenSeats,1744833203.144722,5364,6,1
2,FindFlights,1744833203.147348,512692,2,1
5,UpdateCustomer,1744833203.147461,26451,13,1
5,UpdateCustomer,1744833203.148881,10344,11,1
3,FindOpenSeats,1744833203.149388,5502,8,1
1,DeleteReservation,1744833203.149411,30931,15,1
1,DeleteReservation,1744833203.150116,15,6,1
3,FindOpenSeats,1744833203.150143,5590,6,1
