Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,505.439,402.816,464.718,487.302,530.706,572.886,684.699,743.116,743.116,0.002
5,7.200,477.403,436.496,460.198,470.066,486.128,518.294,557.650,567.673,567.673,0.002
10,7.800,469.524,412.478,457.622,468.999,476.482,496.181,560.948,563.603,563.603,0.002
15,9.400,472.583,433.242,459.167,469.424,488.698,500.946,503.089,518.455,518.455,0.002
20,10.000,482.569,437.504,455.385,471.559,503.622,534.880,551.023,584.337,584.337,0.002
25,11.000,465.244,439.266,458.437,463.478,471.907,482.452,487.688,490.659,490.659,0.002
30,7.600,462.231,395.540,451.014,463.973,472.361,478.467,499.963,523.106,523.106,0.002
35,7.600,461.237,433.958,452.819,464.161,466.920,480.749,488.333,493.000,493.000,0.002
40,7.800,469.353,442.425,454.611,466.945,479.166,503.407,511.920,512.106,512.106,0.002
45,7.200,477.378,432.351,455.837,474.148,495.161,521.236,528.009,534.603,534.603,0.002
50,7.600,482.176,441.218,459.726,467.246,497.418,545.824,559.463,578.494,578.494,0.002
55,9.000,478.835,434.535,463.849,469.568,484.904,539.817,545.513,556.504,556.504,0.002
