Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,50.800,36.114,2.037,2.950,6.303,36.262,86.961,133.495,398.818,501.095,0.028
5,51.800,47.906,1.861,3.330,23.095,72.648,107.651,175.489,374.144,460.229,0.021
10,47.800,61.363,1.858,3.167,33.144,67.041,128.431,298.686,548.164,604.707,0.016
15,45.000,62.200,1.865,2.923,22.115,62.702,115.298,211.716,734.852,1532.306,0.016
20,30.600,66.622,1.960,2.866,21.905,57.186,138.527,400.008,1145.741,1145.749,0.015
25,59.400,49.597,1.676,2.933,24.023,60.739,126.127,219.610,433.828,512.325,0.020
30,53.200,44.903,1.525,2.953,17.298,68.031,108.167,196.195,323.702,325.466,0.022
35,57.400,51.450,1.826,2.944,22.473,64.721,128.802,239.909,405.067,538.456,0.019
40,46.600,57.335,1.994,3.085,32.497,76.753,119.202,197.665,404.020,675.227,0.017
45,53.400,57.099,1.789,2.899,24.953,67.068,154.811,280.154,443.293,485.322,0.018
50,46.600,54.520,1.915,2.825,14.185,41.228,179.082,305.368,580.396,640.845,0.018
55,53.000,40.297,2.023,2.715,17.687,56.337,100.652,139.359,305.051,406.235,0.025
