Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.400,503.649,0.406,19.077,526.278,590.051,999.185,1562.110,2049.780,2058.157,0.002
5,26.400,455.749,7.227,18.483,479.131,976.691,1123.647,1436.531,1469.575,1474.096,0.002
10,15.000,583.802,8.760,472.982,514.581,984.291,1021.238,1043.624,1054.927,1054.927,0.002
15,16.400,658.525,6.081,497.919,525.834,981.913,1016.291,1027.871,1028.758,1028.758,0.002
20,18.600,702.101,6.666,493.856,536.067,1002.373,1462.994,1485.837,1494.645,1494.645,0.001
25,14.600,695.596,6.727,482.099,550.471,1011.060,1056.225,1064.496,1074.799,1074.799,0.001
30,11.000,861.470,5.900,491.927,1013.954,1085.037,1614.688,1623.292,1623.959,1623.959,0.001
35,17.200,707.893,6.858,503.461,930.767,982.422,1004.879,1027.310,1046.941,1046.941,0.001
40,15.200,847.639,6.407,497.317,963.648,1048.780,1479.270,1486.693,1498.488,1498.488,0.001
45,17.000,660.294,7.182,493.162,505.935,987.036,1059.186,1069.710,1071.405,1071.405,0.002
50,17.200,641.369,6.491,504.012,529.648,943.109,1018.658,1026.033,1038.850,1038.850,0.002
55,14.200,620.240,5.976,481.663,508.477,1028.698,1099.381,1112.080,1151.231,1151.231,0.002
