Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,37.200,17.278,3.713,5.509,6.093,7.295,20.712,93.831,215.510,216.037,0.058
5,39.800,5.581,3.682,4.987,5.565,6.226,6.815,7.094,8.605,8.719,0.179
10,30.400,9.044,3.134,5.133,5.771,6.453,7.035,7.836,11.558,495.592,0.111
15,26.400,6.083,3.617,5.175,5.890,6.557,7.266,8.716,13.128,18.646,0.164
20,29.800,5.764,3.402,4.918,5.723,6.395,7.212,7.664,9.197,12.029,0.174
25,32.600,5.913,3.417,5.246,5.916,6.628,7.109,7.739,9.779,11.600,0.169
30,24.600,6.380,3.383,5.366,6.069,7.036,7.926,8.185,18.840,19.566,0.157
35,19.200,6.508,3.507,5.334,6.090,7.292,8.028,8.998,19.874,19.874,0.154
40,25.800,6.022,3.478,5.495,6.063,6.727,7.515,7.862,8.183,8.328,0.166
45,29.800,5.946,3.441,5.263,5.927,6.752,7.237,7.911,9.186,9.251,0.168
50,27.000,6.258,3.633,5.013,5.659,6.505,7.668,8.604,25.228,25.396,0.160
55,25.400,5.901,3.534,5.159,5.718,6.431,7.020,7.660,11.584,17.209,0.169
