Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.000,146.793,18.783,65.284,124.531,163.191,220.540,273.729,956.829,2283.347,0.007
5,36.400,138.457,15.727,57.341,115.323,181.364,272.061,355.790,625.140,637.115,0.007
10,39.800,136.578,9.698,76.645,130.206,179.965,211.001,260.667,537.446,550.777,0.007
15,45.000,177.428,18.547,69.548,113.771,161.574,335.406,740.475,1166.339,1439.652,0.006
20,53.600,108.633,17.585,51.618,96.911,133.796,185.826,252.496,459.999,539.853,0.009
25,51.600,94.796,13.934,42.564,92.815,126.421,159.508,185.091,283.887,382.945,0.011
30,61.600,126.563,12.147,57.973,93.645,134.715,189.279,337.703,786.394,926.460,0.008
35,59.600,113.710,8.839,49.186,85.151,125.609,179.939,366.117,665.267,795.227,0.009
40,58.400,116.171,18.490,53.484,92.661,148.400,203.156,307.205,488.191,597.633,0.009
45,67.400,123.457,10.345,49.011,89.039,146.551,252.029,358.694,713.251,1004.006,0.008
50,66.400,130.619,11.181,42.023,82.353,126.963,239.885,404.991,1037.027,1454.625,0.008
55,62.200,114.518,12.888,47.820,91.411,128.271,209.896,326.138,517.001,1049.583,0.009
