Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,37.400,175.673,3.241,57.645,139.067,235.618,319.698,457.713,1095.800,1096.508,0.006
5,33.400,147.317,3.317,55.422,127.344,226.471,305.165,339.674,544.487,744.721,0.007
10,33.400,160.630,3.630,56.154,117.186,221.844,327.888,408.259,925.171,940.055,0.006
15,42.400,145.382,3.406,57.873,93.405,157.371,274.531,377.908,1003.132,1374.339,0.007
20,59.600,91.617,3.428,33.948,73.713,127.758,197.881,248.271,398.312,595.600,0.011
25,53.600,93.661,3.419,26.428,62.707,134.588,240.726,284.986,404.587,502.196,0.011
30,59.200,94.547,3.502,35.532,71.404,122.762,170.453,275.619,462.983,894.459,0.011
35,53.800,96.296,3.471,31.967,64.029,117.251,219.837,330.805,625.205,769.170,0.010
40,54.400,98.507,3.591,35.874,72.096,136.581,196.198,289.800,422.622,608.216,0.010
45,63.000,92.771,3.516,33.978,65.488,114.284,201.138,271.204,607.068,695.718,0.011
50,62.000,107.054,3.370,30.502,57.875,96.178,187.738,389.300,1181.570,1537.956,0.009
55,60.600,78.732,3.410,29.274,62.403,97.739,177.995,229.472,386.564,606.538,0.013
