Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,34.800,115.961,2.823,34.024,105.123,176.339,250.945,284.114,387.496,393.645,0.009
5,35.800,113.424,2.389,33.422,101.193,178.048,229.919,302.473,424.865,503.344,0.009
10,37.000,93.175,2.402,33.584,73.962,130.433,200.484,250.412,351.842,503.062,0.011
15,38.200,93.355,2.360,32.953,89.149,134.963,195.394,230.855,366.751,428.220,0.011
20,38.000,97.067,2.288,32.764,76.746,143.867,199.544,239.719,441.436,576.851,0.010
25,41.200,91.671,2.249,34.500,90.924,128.332,178.063,217.278,301.057,388.106,0.011
30,47.800,80.777,2.435,32.066,68.791,121.384,166.416,200.731,248.542,435.407,0.012
35,43.200,84.616,2.487,27.084,65.968,126.796,183.160,243.248,347.357,406.616,0.012
40,39.600,97.294,2.598,32.576,91.514,137.896,202.583,240.518,345.943,396.557,0.010
45,49.400,82.102,2.394,25.726,63.679,127.997,180.054,202.086,342.180,420.063,0.012
50,45.000,81.161,2.464,24.336,67.490,114.157,165.098,209.906,301.193,820.227,0.012
55,42.400,82.834,2.324,33.868,72.513,116.577,153.241,194.897,327.048,553.272,0.012
