Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.800,32.818,18.191,26.526,32.471,34.646,42.072,51.321,75.856,75.856,0.030
5,15.800,33.925,12.486,25.525,32.591,34.318,42.021,53.940,194.875,194.875,0.029
10,16.600,30.175,12.258,25.038,31.193,33.874,36.756,42.134,68.985,68.985,0.033
15,22.000,31.161,12.891,28.771,32.222,33.849,35.572,41.992,47.845,50.479,0.032
20,17.400,31.157,14.643,26.073,31.478,34.216,41.632,43.838,67.431,67.431,0.032
25,17.200,31.072,18.073,25.553,31.881,33.840,40.963,43.221,49.965,49.965,0.032
30,17.400,31.003,11.411,26.200,31.633,33.600,38.386,40.345,73.709,73.709,0.032
35,22.200,30.098,13.685,26.498,31.167,33.481,36.895,42.277,42.798,45.822,0.033
40,24.200,31.055,8.285,27.625,31.736,33.934,38.963,42.039,43.405,49.258,0.032
45,24.000,30.298,13.080,25.942,31.142,34.218,36.823,40.156,42.177,42.618,0.033
50,20.200,30.530,8.012,28.612,32.178,34.104,39.016,40.911,43.017,44.949,0.033
55,25.400,30.626,15.453,25.527,31.352,34.070,40.938,43.028,45.393,48.000,0.033
