Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,175.200,28.819,2.271,2.942,3.247,4.093,68.899,153.157,456.949,969.793,0.035
5,187.000,28.158,2.540,3.121,3.350,3.913,87.941,172.735,348.678,514.508,0.036
10,182.800,23.738,2.435,3.041,3.274,3.716,69.989,144.555,325.242,471.651,0.042
15,211.400,23.650,2.288,2.980,3.235,3.770,72.632,153.770,259.831,403.833,0.042
20,284.200,20.457,2.341,2.919,3.167,3.616,67.381,116.928,248.743,407.120,0.049
25,258.000,15.070,2.431,2.948,3.148,3.460,38.234,78.510,219.025,497.682,0.066
30,272.400,21.978,2.403,2.968,3.209,4.111,70.347,121.376,232.498,497.435,0.045
35,305.400,16.972,2.284,2.965,3.206,3.594,56.135,94.819,203.879,361.001,0.059
40,282.800,20.967,2.319,2.990,3.238,3.791,68.026,121.459,244.400,474.634,0.048
45,330.600,18.934,2.275,2.973,3.221,3.721,62.195,101.701,199.547,729.955,0.053
50,280.400,20.160,2.428,2.999,3.239,3.903,65.230,114.518,205.826,363.918,0.050
55,291.600,24.029,2.307,3.061,3.332,4.258,74.231,132.624,265.603,579.808,0.042
