Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,381,381.000,2757,3901,49690,152166,221777,471498,619710,849695,1096508
1,359,359.000,2411,3427,38937,150669,208236,501908,621115,839321,1286828
2,319,319.000,2271,3186,29845,185835,249691,590124,752869,1514045,2283347
3,325,325.000,2361,3101,22017,126404,164979,412173,529403,801659,3360463
4,367,367.000,2446,2947,19933,130781,138272,456949,662113,923859,1755489
5,408,408.000,2567,3357,32612,126785,184206,408838,505090,808754,1525855
6,445,445.000,2546,3392,38028,112921,148843,305165,467173,823363,1012753
7,311,311.000,2697,3404,36575,157519,277929,561937,652157,711384,743829
8,321,321.000,2624,3311,30802,150591,223578,562443,676426,760989,771116
9,369,369.000,2540,3252,33250,131825,186243,439981,575146,658762,785375
10,324,324.000,2545,3189,35265,149505,211001,516477,604911,853903,1026018
11,405,405.000,2501,3197,29237,137021,183015,453896,566065,925171,1485092
12,389,389.000,2435,3323,34654,111518,170954,366876,427593,597011,848124
13,348,348.000,2627,3198,33915,159408,260667,511725,618444,711885,1016515
14,388,388.000,2630,3465,44774,123777,190517,412721,518105,744590,766392
15,404,404.000,2370,3220,31188,117307,186119,341432,449085,623035,2127465
16,476,476.000,2402,3244,36747,125939,151520,351752,492463,1213831,2502623
17,377,377.000,2409,3136,31746,123655,164960,342462,430493,1166339,2353372
18,492,492.000,2433,3321,33330,99375,117404,289092,408093,924934,1914210
19,351,351.000,2288,3310,38958,135050,214320,382946,534316,651629,1003132
20,525,525.000,2444,3181,29938,92120,128622,305531,408548,499175,937614
21,614,614.000,2392,3058,25393,79362,109978,276906,345063,435262,566638
22,579,579.000,2341,3179,26991,91930,123895,312548,409917,569840,990634
23,505,505.000,2377,3198,33399,96686,154860,298040,375720,569711,831498
24,568,568.000,2422,3224,26645,81234,108706,258912,368949,509091,583949
25,499,499.000,2483,3142,29690,106621,133897,381714,520502,628063,738263
26,516,516.000,2452,3089,5817,96047,63403,425007,599813,740050,831128
27,482,482.000,2431,3189,15227,101745,89032,363851,561892,727618,740642
28,466,466.000,2567,3224,30974,103233,150222,327298,439124,551363,585959
29,617,617.000,2500,3136,33003,83977,112628,279253,356799,431559,535104
30,497,497.000,2517,3176,40400,96524,137626,288437,368452,476338,897372
31,534,534.000,2423,3125,29035,100431,133939,343161,469137,599664,919822
32,606,606.000,2424,3191,29766,77611,120443,237512,291534,421174,805954
33,556,556.000,2403,3298,33625,97924,113913,247374,414923,893802,1520092
34,575,575.000,2443,3277,34703,89994,95584,228081,348396,1157691,2325086
35,564,564.000,2284,3210,27559,86130,97307,224143,319162,795227,1597548
36,592,592.000,2541,3200,32712,79719,96765,211787,298264,689965,1017710
37,673,673.000,2430,3106,20385,76908,86138,248107,391279,559379,612754
38,568,568.000,2558,3154,20854,85303,100114,316877,423375,519072,661103
39,556,556.000,2561,3284,27526,89581,124282,289938,387064,571797,967665
40,470,470.000,2511,3320,33281,104868,144192,326839,474207,607551,1217860
41,503,503.000,2646,3252,28966,101406,128538,365330,451101,671209,948802
42,570,570.000,2319,3161,30503,83435,131264,251612,313418,394957,965866
43,754,754.000,2511,3227,27708,63878,87773,189475,265393,373498,698911
44,561,561.000,2450,3317,34343,98782,154726,306842,378748,766048,1256946
45,645,645.000,2496,3260,33978,74107,105001,227297,288944,380761,1149719
46,698,698.000,2456,3248,28831,76860,95416,209795,280293,653421,1670474
47,618,618.000,2275,3211,30969,71873,99322,216981,296427,443273,713251
48,745,745.000,2413,3155,20261,67875,84180,217570,301886,441260,1124870
49,560,560.000,2376,3198,29842,112490,118831,325904,489130,884884,4583592
50,477,477.000,2615,3343,32022,96054,116032,237818,341617,811978,2722570
51,512,512.000,2475,3252,28856,117505,112974,242640,389733,1537956,3086950
52,570,570.000,2472,3222,29360,74190,83789,189046,263362,905743,2454725
53,641,641.000,2428,3189,27702,71226,79236,191789,243732,846676,1648558
54,653,653.000,2255,3272,33265,66635,95510,193941,245014,417292,1010193
55,666,666.000,2307,3258,32521,78903,97733,206534,293401,649084,1927056
56,604,604.000,2486,3282,32223,81241,113883,245576,338718,490513,752015
57,562,562.000,2450,3446,34774,86260,99896,221876,330432,929909,1032193
58,618,618.000,2584,3301,22861,82249,100988,248526,338315,534986,1690851
59,426,426.000,2662,3387,27768,71182,108830,224197,318050,378790,426542
