Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,32.800,80.337,1.627,30.704,70.950,128.059,172.191,186.972,276.519,304.106,0.012
5,29.800,75.549,1.481,25.120,56.854,117.641,176.877,203.135,291.258,299.136,0.013
10,35.400,59.141,1.604,23.473,42.979,93.384,136.334,159.457,179.724,186.998,0.017
15,37.000,62.214,1.484,25.752,52.433,90.766,129.335,171.152,300.687,321.379,0.016
20,30.400,52.959,1.517,26.364,43.489,73.982,107.966,133.846,161.207,182.632,0.019
25,38.400,55.608,1.470,23.293,39.018,88.565,126.026,158.039,217.596,232.112,0.018
30,49.400,49.145,1.482,14.952,33.414,69.150,113.367,147.173,205.185,275.940,0.020
35,42.400,54.683,1.483,23.624,36.016,84.628,126.860,150.969,222.192,252.721,0.018
40,39.800,59.117,1.815,19.067,43.761,78.351,147.958,181.421,226.734,229.756,0.017
45,40.800,60.490,1.624,24.628,44.743,87.157,128.160,184.131,222.926,288.673,0.017
50,49.200,50.476,1.572,2.325,35.593,75.666,118.914,133.423,198.959,252.599,0.020
55,45.800,47.175,1.762,25.267,37.372,67.482,101.573,116.409,163.732,229.402,0.021
