Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,FindOpenSeats,1750897614.404678,15755,5,1
3,FindOpenSeats,1750897614.404717,16820,34,1
3,FindOpenSeats,1750897614.404849,18316,48,1
4,NewReservation,1750897614.404973,203020,35,1
4,NewReservation,1750897614.405145,2074,42,1
2,FindFlights,1750897614.405327,78845,40,1
3,FindOpenSeats,1750897614.405396,18282,43,1
2,FindFlights,1750897614.405516,135189,37,1
3,FindOpenSeats,1750897614.405559,17821,36,1
3,FindOpenSeats,1750897614.405711,15401,45,1
3,FindOpenSeats,1750897614.405870,16092,38,1
2,FindFlights,1750897614.405922,108001,39,1
4,NewReservation,1750897614.406039,2106,33,1
4,NewReservation,1750897614.406191,197693,29,1
3,FindOpenSeats,1750897614.406346,16548,28,1
6,UpdateReservation,1750897614.406493,168,49,1
1,DeleteReservation,1750897614.406546,116,24,1
3,FindOpenSeats,1750897614.406677,14882,0,1
3,FindOpenSeats,1750897614.406816,16579,44,1
4,NewReservation,1750897614.406891,4566,49,1
6,UpdateReservation,1750897614.406900,218,24,1
4,NewReservation,1750897614.406988,5068,26,1
3,FindOpenSeats,1750897614.407159,20143,27,1
3,FindOpenSeats,1750897614.407163,17777,24,1
1,DeleteReservation,1750897614.407254,50,42,1
3,FindOpenSeats,1750897614.407325,19472,42,1
3,FindOpenSeats,1750897614.407497,15859,23,1
4,NewReservation,1750897614.407544,2657,25,1
5,UpdateCustomer,1750897614.407640,74929,47,1
3,FindOpenSeats,1750897614.407681,18254,2,1
3,FindOpenSeats,1750897614.407737,17794,1,1
5,UpdateCustomer,1750897614.407782,183195,3,1
3,FindOpenSeats,1750897614.407810,18701,8,1
2,FindFlights,1750897614.407870,53915,12,1
6,UpdateReservation,1750897614.407917,103,6,1
2,FindFlights,1750897614.407985,109411,11,1
3,FindOpenSeats,1750897614.408067,19047,14,1
5,UpdateCustomer,1750897614.408076,52906,6,1
6,UpdateReservation,1750897614.408181,52,33,1
5,UpdateCustomer,1750897614.408264,87111,33,1
5,UpdateCustomer,1750897614.408598,53179,13,1
6,UpdateReservation,1750897614.408785,91,4,1
2,FindFlights,1750897614.408819,52740,19,1
3,FindOpenSeats,1750897614.408905,17655,7,1
6,UpdateReservation,1750897614.408948,62,9,1
2,FindFlights,1750897614.408977,53571,4,1
4,NewReservation,1750897614.409040,194946,9,1
3,FindOpenSeats,1750897614.409149,17373,17,1
2,FindFlights,1750897614.409309,78961,20,1
4,NewReservation,1750897614.409462,191825,22,1
3,FindOpenSeats,1750897614.409588,19974,10,1
2,FindFlights,1750897614.409789,96827,15,1
2,FindFlights,1750897614.409834,120916,16,1
3,FindOpenSeats,1750897614.409895,22040,18,1
3,FindOpenSeats,1750897614.409963,21344,21,1
1,DeleteReservation,1750897614.409996,30,31,1
3,FindOpenSeats,1750897614.410064,21207,31,1
3,FindOpenSeats,1750897614.410086,22644,30,1
3,FindOpenSeats,1750897614.410250,20704,32,1
5,UpdateCustomer,1750897614.410268,87292,25,1
3,FindOpenSeats,1750897614.410297,23082,41,1
4,NewReservation,1750897614.411597,1682,49,1
6,UpdateReservation,1750897614.412149,173,26,1
3,FindOpenSeats,1750897614.412370,20972,26,1
5,UpdateCustomer,1750897614.413340,80886,49,1
4,NewReservation,1750897614.420504,188010,5,1
4,NewReservation,1750897614.421167,187071,45,1
3,FindOpenSeats,1750897614.421590,16339,34,1
3,FindOpenSeats,1750897614.421623,16455,0,1
6,UpdateReservation,1750897614.421997,248,38,1
3,FindOpenSeats,1750897614.422282,13926,38,1
2,FindFlights,1750897614.422943,138581,28,1
4,NewReservation,1750897614.423213,184752,48,1
2,FindFlights,1750897614.423394,94335,23,1
6,UpdateReservation,1750897614.423415,53,36,1
1,DeleteReservation,1750897614.423460,35,44,1
3,FindOpenSeats,1750897614.423491,18609,36,1
3,FindOpenSeats,1750897614.423529,13143,44,1
5,UpdateCustomer,1750897614.423712,110974,43,1
5,UpdateCustomer,1750897614.424982,64382,24,1
1,DeleteReservation,1750897614.425564,20,1,1
4,NewReservation,1750897614.425602,182797,1,1
3,FindOpenSeats,1750897614.425981,14583,2,1
4,NewReservation,1750897614.426561,183089,8,1
5,UpdateCustomer,1750897614.426584,59129,17,1
4,NewReservation,1750897614.426601,175855,7,1
4,NewReservation,1750897614.426831,176413,42,1
6,UpdateReservation,1750897614.427145,45,14,1
5,UpdateCustomer,1750897614.427217,71704,14,1
4,NewReservation,1750897614.427374,176070,27,1
6,UpdateReservation,1750897614.429596,44,10,1
3,FindOpenSeats,1750897614.429680,17254,10,1
3,FindOpenSeats,1750897614.431009,16152,32,1
6,UpdateReservation,1750897614.431315,60,31,1
3,FindOpenSeats,1750897614.431356,12340,21,1
2,FindFlights,1750897614.431412,70007,31,1
3,FindOpenSeats,1750897614.431983,15080,18,1
1,DeleteReservation,1750897614.432768,23,30,1
3,FindOpenSeats,1750897614.432810,14438,30,1
