Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,205.200,24.639,0.010,6.220,29.842,32.327,35.715,41.629,62.485,201.212,0.041
5,167.200,35.258,0.005,29.335,36.144,45.371,54.913,62.617,78.112,99.858,0.028
10,159.400,41.170,0.008,32.277,36.903,47.555,57.560,68.733,194.760,202.962,0.024
15,183.200,36.555,0.007,30.755,35.706,44.092,51.850,57.076,70.638,83.971,0.027
20,155.000,42.082,0.021,36.810,40.303,47.423,55.383,59.081,69.686,149.753,0.024
25,162.600,37.674,0.008,30.522,33.846,41.702,52.057,67.510,118.315,174.461,0.027
30,148.600,44.745,0.013,38.281,43.389,50.865,58.656,68.545,80.351,109.396,0.022
35,149.400,44.934,4.584,35.680,41.246,50.108,61.207,73.613,134.527,184.232,0.022
40,167.000,43.021,5.355,35.746,41.819,49.820,58.096,62.574,87.096,96.034,0.023
45,147.600,46.188,0.022,39.204,44.807,53.003,60.840,69.596,88.895,124.601,0.022
50,159.600,41.043,0.013,32.885,38.453,48.100,55.373,65.262,97.260,169.504,0.024
55,148.200,45.820,5.926,37.670,43.417,52.747,61.580,68.844,86.852,137.965,0.022
