Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1370,1370.000,9,10159,26657,37245,62668,80886,97082,179674,386113
1,1407,1407.000,5,9910,31536,35448,60653,74662,82104,108447,239351
2,1310,1310.000,10,9676,32392,38321,59384,75587,84926,138815,318407
3,1337,1337.000,13,9781,32194,37363,58651,75234,84988,118476,252580
4,1364,1364.000,14,9630,31898,37692,58223,77065,89119,122685,343118
5,1340,1340.000,25,9443,31386,36001,58108,73935,82332,118478,365678
6,1151,1151.000,5,10158,39134,43503,64653,84677,102689,158459,440820
7,1058,1058.000,22,10362,40158,48021,75683,103441,123242,164695,560040
8,1080,1080.000,18,10668,42555,46023,70901,93072,110110,140539,358579
9,1120,1120.000,5,10853,41374,44671,70148,84428,100922,138516,492843
10,1018,1018.000,27,10897,42888,48745,72717,100426,121500,158988,280077
11,930,930.000,8,11209,43570,54118,74705,112717,145081,224232,299208
12,1081,1081.000,21,11180,41398,45808,70879,88080,108297,136154,240132
13,1148,1148.000,4643,11054,41755,43796,68727,84551,95888,128612,330598
14,1202,1202.000,39,10747,35156,41201,66196,82873,97420,127041,181702
15,1151,1151.000,15,10740,37751,43444,68972,86059,102224,135106,259953
16,1329,1329.000,4271,10416,32631,37568,60421,73496,82979,114612,190889
17,1246,1246.000,18,10500,35496,40565,61188,80010,94016,119756,222321
18,1172,1172.000,7,10873,40674,42974,66203,87868,103100,136526,179801
19,1066,1066.000,21,12098,43838,46412,72799,88344,97067,129862,208238
20,1049,1049.000,23,12250,43412,47437,74308,89853,106266,137930,369241
21,1055,1055.000,4781,12373,44057,47652,73014,90557,105473,135597,257044
22,1028,1028.000,25,12462,44879,48465,74941,91442,103812,144077,238130
23,984,984.000,21,12162,44997,51320,77376,102877,123547,155092,209206
24,1044,1044.000,4647,12106,41506,48041,74866,95598,117762,144503,199649
25,863,863.000,19,12589,46949,57469,80292,118315,157287,211789,277271
26,1112,1112.000,18,11108,41348,44511,69637,85307,98844,123145,269826
27,1284,1284.000,8,10790,34234,38840,60823,69776,84049,120443,211897
28,1265,1265.000,17,10888,34249,39281,61649,76731,85415,114634,232041
29,1153,1153.000,4089,11149,39959,44294,66820,85309,99213,145259,221809
30,1040,1040.000,4583,12178,46102,47652,73213,90808,106484,130423,197522
31,1047,1047.000,4558,12262,43334,47741,77298,92896,107492,140265,271453
32,974,974.000,4865,12435,47001,50874,77974,97054,113185,151141,262547
33,981,981.000,13,12932,48630,52262,80124,99611,111785,141466,225289
34,1006,1006.000,4894,12467,44894,49027,74358,97809,111793,149129,252421
35,986,986.000,4904,12301,47265,50756,76602,95069,107898,143923,348585
36,966,966.000,4315,12129,46888,51881,79173,102613,118906,172808,365585
37,932,932.000,5017,12109,47089,53186,77741,105005,129354,178658,206779
38,1076,1076.000,4853,11376,40882,46340,73995,94690,108474,137539,186641
39,1079,1079.000,4453,11402,40801,46089,72399,89534,106825,142424,280978
40,1170,1170.000,4500,11362,37799,42933,66260,82748,99408,140595,199534
41,1093,1093.000,4538,11890,42913,46151,67456,86267,105175,142414,234178
42,1029,1029.000,4272,13467,45259,48516,75265,95267,105754,133310,232918
43,996,996.000,4792,13593,45452,49695,78622,94910,109271,145971,203070
44,1029,1029.000,5322,13368,45792,48620,76262,92573,106544,135825,250837
45,950,950.000,5626,14199,48217,52396,79133,100615,115870,140853,173609
46,1021,1021.000,5022,13642,46326,49403,76733,92617,106072,136207,199046
47,1108,1108.000,4580,12583,42768,44921,71403,83341,96563,126098,197149
48,989,989.000,22,14064,46146,50794,76828,93664,111578,144660,267245
49,1017,1017.000,4594,12951,44777,49450,75450,93867,114446,156757,305836
50,1004,1004.000,4419,12118,44559,49783,71398,96207,122656,187504,264478
51,1229,1229.000,13,11415,35386,40112,62876,76755,87435,113734,167919
52,1213,1213.000,3636,11192,37385,41459,65471,82340,92340,123545,203804
53,1064,1064.000,4600,12380,43457,48647,74268,95591,115315,150883,236763
54,970,970.000,4560,12547,46517,49530,77675,95252,110718,140210,167393
55,1001,1001.000,5250,12910,46591,50023,76332,96071,111740,141055,212194
56,982,982.000,4814,12597,44507,51039,75988,102150,131866,168395,277351
57,1005,1005.000,4649,12842,46864,50111,77215,95396,107355,136293,204924
58,990,990.000,4538,13314,45616,49873,75512,95098,107478,136468,216061
59,966,966.000,5117,12647,42934,47237,75432,93510,104296,138249,226495
