Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,136.200,46.563,0.005,11.299,55.241,62.066,71.562,83.866,105.051,318.407,0.021
5,121.800,65.888,4.303,58.445,69.231,82.055,91.884,102.785,127.752,560.040,0.015
10,108.000,68.376,3.664,59.802,69.102,81.511,104.949,123.119,196.983,330.598,0.015
15,114.600,59.286,3.908,53.856,61.893,74.888,88.261,95.722,113.256,160.627,0.017
20,101.200,69.479,4.621,65.946,73.282,83.697,93.161,108.683,150.650,167.111,0.014
25,126.000,63.688,4.039,55.818,62.969,75.568,90.424,104.116,192.921,214.113,0.016
30,100.600,73.363,4.558,68.631,77.892,87.982,97.949,106.208,125.509,262.547,0.014
35,94.000,71.978,4.315,66.880,74.950,84.767,97.847,111.675,172.085,190.579,0.014
40,109.200,66.659,4.272,60.920,72.174,83.622,96.061,105.368,144.936,227.250,0.015
45,108.800,71.272,4.311,67.187,75.293,84.381,96.419,110.031,138.972,162.480,0.014
50,110.000,66.526,3.636,59.134,68.338,78.470,91.878,110.176,140.210,197.409,0.015
55,101.800,73.551,4.538,68.824,76.529,86.749,98.959,109.377,152.134,203.707,0.014
