Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,129.000,57.496,24.843,40.913,52.085,67.338,87.847,104.662,138.581,161.403,0.017
5,113.600,59.876,22.664,41.672,54.011,68.289,94.003,116.126,155.532,175.467,0.017
10,107.200,63.222,25.082,44.157,55.392,71.791,99.216,114.946,174.829,204.575,0.016
15,119.800,56.881,23.030,41.338,51.203,66.258,85.488,98.803,135.928,178.419,0.018
20,102.600,65.179,23.346,45.938,54.104,77.618,103.539,114.442,160.016,194.512,0.015
25,121.800,61.121,23.701,42.953,53.843,72.258,94.483,112.827,149.866,164.274,0.016
30,95.400,69.559,23.777,49.256,62.109,78.082,108.551,127.913,185.322,252.421,0.014
35,103.200,64.905,24.309,46.926,57.221,77.945,101.797,118.230,138.428,186.641,0.015
40,110.400,63.500,23.088,45.405,57.571,74.236,95.354,111.691,153.699,166.401,0.016
45,102.400,67.426,24.782,48.192,59.153,78.524,105.290,124.502,160.488,195.395,0.015
50,103.600,64.823,22.643,44.638,56.258,78.223,100.416,129.245,159.349,169.908,0.015
55,97.400,70.576,23.527,49.785,61.120,84.531,111.778,130.765,164.173,193.631,0.014
