Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,137.800,49.691,28.473,34.367,38.769,52.583,79.493,110.974,179.674,252.580,0.020
5,113.800,56.618,27.132,38.548,47.447,60.650,86.382,125.230,204.729,242.066,0.018
10,105.400,57.378,32.027,40.029,48.795,62.044,86.794,111.859,189.562,276.528,0.017
15,119.800,56.071,29.485,37.191,46.775,60.512,88.800,124.994,190.889,259.953,0.018
20,108.000,63.234,32.240,43.424,53.633,70.035,106.631,128.482,168.533,257.044,0.016
25,121.600,53.664,28.211,35.461,42.745,58.251,89.075,116.272,178.150,250.844,0.019
30,107.000,61.311,31.020,43.389,52.635,67.637,91.947,121.995,177.531,271.453,0.016
35,101.000,59.926,33.811,42.279,50.998,63.733,89.208,114.098,206.779,365.585,0.017
40,102.800,59.582,29.084,41.056,50.384,65.001,96.808,116.108,194.418,234.178,0.017
45,104.400,59.908,32.682,42.759,49.663,64.702,95.503,115.870,192.436,288.412,0.017
50,110.600,56.512,25.648,38.850,46.711,62.846,84.748,106.551,207.495,264.478,0.018
55,102.600,61.017,31.708,42.562,50.299,66.044,95.724,114.074,209.348,277.351,0.016
