Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,91.800,190.519,9.282,37.533,48.245,73.280,1038.951,1263.450,1357.850,1494.959,0.005
5,75.800,186.299,9.959,33.796,43.299,58.076,1112.150,1316.272,1387.902,1420.850,0.005
10,67.600,229.029,9.285,32.038,42.706,60.204,1436.739,1550.557,1630.654,1748.932,0.004
15,62.400,205.866,8.993,34.923,49.650,64.190,1355.995,1516.237,1650.616,1711.089,0.005
20,61.400,251.514,9.748,32.701,45.232,63.529,1679.548,1746.954,1827.084,1871.063,0.004
25,64.400,201.184,9.086,33.359,46.064,62.079,1379.498,1506.475,1672.417,1777.378,0.005
30,69.200,227.516,7.923,34.224,47.988,69.855,1512.423,1608.144,1762.536,1786.185,0.004
35,72.000,196.210,8.428,35.499,49.565,69.906,167.487,1526.815,1783.948,1862.525,0.005
40,68.600,222.971,9.335,32.127,45.252,68.984,1376.503,1529.311,1638.336,1713.638,0.004
45,64.600,213.592,9.275,33.967,45.831,64.676,1465.873,1571.565,1652.081,1698.505,0.005
50,68.400,199.102,9.866,34.566,47.018,64.530,156.689,1653.232,1761.207,1813.687,0.005
55,66.600,185.252,9.024,29.011,37.795,63.826,1286.133,1431.234,1556.752,1689.740,0.005
