Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,86.400,163.840,11.069,40.922,52.619,69.457,274.348,1260.792,1391.417,1457.189,0.006
5,67.000,192.460,14.058,35.784,47.072,62.486,1123.172,1320.031,1406.697,1422.135,0.005
10,67.600,288.052,8.820,34.399,46.659,67.657,1474.759,1547.669,1709.358,1789.622,0.003
15,70.000,209.563,11.348,34.046,48.463,67.574,1336.175,1575.778,1706.362,1752.397,0.005
20,59.800,270.910,11.824,37.817,48.321,71.994,1655.025,1751.506,1853.544,1883.668,0.004
25,65.000,206.010,12.331,33.940,47.412,63.835,1415.304,1542.602,1615.620,1739.683,0.005
30,64.200,200.444,10.252,34.888,44.890,65.966,152.447,1576.886,1839.320,1878.240,0.005
35,63.200,236.966,10.052,39.866,53.088,74.897,1468.038,1684.327,1853.107,1974.063,0.004
40,66.000,258.241,10.080,34.238,46.844,72.544,1474.618,1580.555,1674.815,1711.556,0.004
45,70.200,254.491,9.950,34.256,43.972,68.134,1506.632,1607.106,1714.010,1744.812,0.004
50,67.200,241.246,11.534,35.249,48.485,70.927,1468.985,1619.002,1762.037,1797.228,0.004
55,67.000,172.964,10.628,30.241,39.974,59.279,123.074,1431.485,1573.261,1690.142,0.006
