Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,983,983.000,3053,4693,30644,74373,59053,98232,288332,1080902,1296195
1,756,756.000,3220,3962,11261,66624,43785,56978,73133,1285111,1420638
2,884,884.000,2862,3949,6243,51629,40469,56127,70282,1261962,1334592
3,834,834.000,2214,3947,7264,68587,43569,58991,93630,1307539,1494959
4,876,876.000,2920,3726,4478,52080,41031,59411,80015,1371573,1457189
5,766,766.000,2917,3849,5368,63311,45043,67123,95893,1342540,1391298
6,705,705.000,2361,3855,5435,74468,43595,63330,97147,1395994,1426714
7,704,704.000,2927,3787,4906,72611,38718,55416,66956,1407484,1435313
8,750,750.000,3045,3900,6549,59284,38725,56891,86455,1283537,1318398
9,806,806.000,2763,3923,5415,57802,41279,55878,67602,1216703,1339532
10,757,757.000,2844,3725,6012,87351,38989,56923,145212,1560140,1630654
11,560,560.000,2957,3653,4940,81310,37821,58921,93050,1561705,1611927
12,631,631.000,2932,3710,4723,72588,36042,57717,84101,1520558,1562570
13,690,690.000,2547,3672,6693,74558,40472,60486,79916,1444677,1492932
14,640,640.000,3071,3774,8278,93484,40639,59584,101194,1710410,1789622
15,579,579.000,2749,3664,5305,75063,42779,66278,92027,1658035,1711089
16,660,660.000,2614,3646,5610,79881,43824,62888,93843,1487791,1545975
17,735,735.000,2740,3666,4388,67824,33177,54370,82318,1443599,1633084
18,721,721.000,2909,3728,6390,71719,36634,58948,76667,1667970,1752397
19,574,574.000,2954,3818,8715,74820,51741,79097,99724,1657221,1765384
20,667,667.000,2920,3877,7346,85166,38673,53563,72224,1696077,1756934
21,595,595.000,2981,3904,6911,90878,41638,68585,103608,1803319,1910928
22,546,546.000,3054,3766,4975,83516,42943,77829,111246,1789918,1833457
23,643,643.000,2966,3786,4813,84404,35751,59317,76737,1809810,1914445
24,573,573.000,2926,3757,6068,82720,45298,66526,96966,1791542,1859793
25,544,544.000,2890,3818,5537,86010,50249,65272,82105,1739683,1777378
26,575,575.000,2835,3712,9116,86847,40766,67268,103666,1615620,1636444
27,612,612.000,3044,3700,9200,77689,35560,54911,80246,1536757,1582240
28,684,684.000,2862,3709,6739,74478,34989,48230,63981,1573922,1650429
29,797,797.000,2818,3661,4369,55794,35828,58715,75429,1455458,1532876
30,580,580.000,2858,3765,4870,109038,35183,61453,1329750,1728520,1867244
31,641,641.000,2662,3764,6557,67546,38253,67332,83503,1731083,1878610
32,679,679.000,2937,3701,8974,75821,41418,64147,84770,1633418,1746146
33,741,741.000,2793,3732,7888,65926,37934,62625,81723,1547156,1633644
34,691,691.000,2941,3714,6664,73525,38561,63082,87437,1618096,1697757
35,727,727.000,2761,3640,4760,66041,39310,69087,88984,1695962,1827719
36,677,677.000,2798,3693,4752,66744,44076,71082,104873,1684327,1767343
37,704,704.000,2803,3692,4462,84949,35559,62774,94717,1825216,1974063
38,690,690.000,2724,3682,6234,61295,44897,70238,82082,1570471,1812634
39,770,770.000,2886,3714,5490,70156,35499,62163,78162,1501833,1538359
40,519,519.000,2863,3700,6802,103358,43332,74360,1407216,1598617,1692795
41,704,704.000,2610,3619,5630,55162,32197,59388,71503,1580555,1677030
42,705,705.000,2842,3652,7015,81202,41668,71614,145741,1494950,1580002
43,653,653.000,2768,3633,5542,67241,40141,61719,84531,1572903,1650601
44,681,681.000,2840,3603,4606,77394,33649,57231,77536,1654239,1713638
45,633,633.000,2767,3632,8671,85456,38946,61970,102185,1672284,1744812
46,736,736.000,2761,3579,4826,63727,38764,68734,99904,1507392,1588985
47,700,700.000,2747,3567,4214,73291,36294,62609,88140,1516180,1593529
48,670,670.000,2784,3599,6259,75155,33818,52603,72462,1600578,1653653
49,639,639.000,2874,3642,5762,87334,33167,52796,72125,1649386,1739910
50,696,696.000,2669,3595,5678,64473,39428,59406,74478,1640966,1789326
51,728,728.000,2586,3695,6676,71788,37225,59244,73665,1695917,1762948
52,563,563.000,2717,3728,7105,94382,46038,80757,129383,1757991,1813687
53,598,598.000,2810,3726,4809,81088,31781,53963,75112,1716366,1798458
54,638,638.000,3011,3707,6481,62838,42350,61885,82414,1381253,1589885
55,761,761.000,2603,3601,4734,66349,32927,61199,93201,1448602,1527823
56,719,719.000,2935,3653,5856,87375,34298,60828,123412,1566685,1690142
57,585,585.000,3008,3691,8126,69391,33534,56154,75757,1420541,1689740
58,715,715.000,2893,3646,5121,44516,28228,52401,62301,1399040,1525682
59,598,598.000,2955,3684,5187,16993,25294,44702,58515,88453,126390
