Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1750889653.128319,12966,10,1
2,InsertRecord,1750889653.128323,24984,20,1
1,ReadRecord,1750889653.128332,12148,1,1
1,ReadRecord,1750889653.128332,12528,21,1
3,ScanRecord,1750889653.128405,77454,5,1
4,UpdateRecord,1750889653.128481,62987,14,1
1,ReadRecord,1750889653.128519,15332,15,1
1,ReadRecord,1750889653.128522,12342,22,1
3,ScanRecord,1750889653.128654,39408,7,1
1,ReadRecord,1750889653.128716,13550,23,1
2,InsertRecord,1750889653.128747,20897,6,1
3,ScanRecord,1750889653.128790,83191,19,1
1,ReadRecord,1750889653.128825,15797,24,1
1,ReadRecord,1750889653.128882,13462,18,1
6,ReadModifyWriteRecord,1750889653.128961,62784,17,1
1,ReadRecord,1750889653.129001,13727,8,1
3,ScanRecord,1750889653.129093,93810,4,1
1,ReadRecord,1750889653.129134,12867,25,1
6,ReadModifyWriteRecord,1750889653.129143,62351,11,1
1,ReadRecord,1750889653.129183,10761,16,1
1,ReadRecord,1750889653.129204,12681,26,1
1,ReadRecord,1750889653.129326,15237,2,1
1,ReadRecord,1750889653.129410,10385,27,1
1,ReadRecord,1750889653.129422,13407,13,1
3,ScanRecord,1750889653.129481,96068,28,1
3,ScanRecord,1750889653.129496,75210,9,1
5,DeleteRecord,1750889653.129588,20039,12,1
5,DeleteRecord,1750889653.129610,111706,0,1
6,ReadModifyWriteRecord,1750889653.129721,146406,29,1
1,ReadRecord,1750889653.129767,13155,3,1
3,ScanRecord,1750889653.129781,53061,32,1
1,ReadRecord,1750889653.129884,18149,31,1
4,UpdateRecord,1750889653.129936,45974,33,1
3,ScanRecord,1750889653.130031,16742,34,1
1,ReadRecord,1750889653.130180,12271,35,1
1,ReadRecord,1750889653.130240,13324,36,1
4,UpdateRecord,1750889653.130370,61448,37,1
1,ReadRecord,1750889653.130435,10928,30,1
1,ReadRecord,1750889653.130599,11334,39,1
1,ReadRecord,1750889653.130763,9912,38,1
4,UpdateRecord,1750889653.130894,61234,40,1
4,UpdateRecord,1750889653.131035,60536,41,1
1,ReadRecord,1750889653.131104,11920,42,1
6,ReadModifyWriteRecord,1750889653.131219,60802,47,1
1,ReadRecord,1750889653.131311,9221,43,1
1,ReadRecord,1750889653.131388,10269,48,1
1,ReadRecord,1750889653.131456,10262,49,1
6,ReadModifyWriteRecord,1750889653.131529,60320,44,1
4,UpdateRecord,1750889653.131599,202749,46,1
2,InsertRecord,1750889653.131655,59842,45,1
1,ReadRecord,1750889653.142211,10169,26,1
1,ReadRecord,1750889653.142283,13026,25,1
1,ReadRecord,1750889653.142471,12503,23,1
1,ReadRecord,1750889653.142482,9823,18,1
1,ReadRecord,1750889653.142549,20377,22,1
1,ReadRecord,1750889653.142570,17980,35,1
1,ReadRecord,1750889653.142693,15597,21,1
