Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.400,688.626,353.108,353.108,1024.143,1024.143,1024.143,1024.143,1024.143,1024.143,0.001
5,0.400,363.751,307.007,307.007,420.495,420.495,420.495,420.495,420.495,420.495,0.003
10,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
15,0.400,409.179,408.800,408.800,409.557,409.557,409.557,409.557,409.557,409.557,0.002
20,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
25,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
30,0.400,303.942,295.007,295.007,312.877,312.877,312.877,312.877,312.877,312.877,0.003
35,0.200,369.978,369.978,369.978,369.978,369.978,369.978,369.978,369.978,369.978,0.003
40,0.400,359.334,309.276,309.276,409.392,409.392,409.392,409.392,409.392,409.392,0.003
45,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
50,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
55,1.000,302.491,288.602,290.470,290.811,295.511,347.063,347.063,347.063,347.063,0.003
