Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.200,381.391,309.430,312.018,316.665,405.957,586.256,587.785,629.845,629.845,0.003
5,26.000,326.426,309.921,311.584,315.598,316.532,404.515,405.510,406.095,406.511,0.003
10,29.400,329.280,309.627,311.067,314.145,316.609,404.669,405.391,406.085,406.093,0.003
15,27.800,328.390,310.103,311.245,314.910,316.961,404.747,405.230,405.987,406.084,0.003
20,28.800,326.175,309.723,311.209,312.179,316.340,404.206,404.902,406.205,407.017,0.003
25,28.800,331.686,309.701,311.445,314.940,317.097,404.803,405.255,405.994,406.148,0.003
30,28.600,331.445,309.914,311.366,314.247,316.662,404.736,404.936,405.757,405.781,0.003
35,25.200,323.513,309.953,311.243,314.998,316.309,399.894,404.283,405.979,408.541,0.003
40,29.000,331.024,309.389,311.315,315.229,316.617,404.846,405.412,405.629,406.129,0.003
45,28.000,329.412,309.744,311.274,313.828,316.571,404.749,405.295,405.962,405.995,0.003
50,26.000,323.114,309.961,311.202,313.795,316.190,400.022,405.013,406.118,407.253,0.003
55,25.200,320.540,309.846,311.027,312.572,316.009,317.195,405.434,406.042,407.982,0.003
