Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.800,670.204,469.354,475.685,628.599,792.130,875.863,1016.542,1299.245,1299.245,0.001
5,6.200,508.722,467.113,468.982,471.722,476.254,622.520,802.320,813.729,813.729,0.002
10,5.000,499.525,467.182,469.444,473.481,476.194,600.448,610.108,812.074,812.074,0.002
15,6.400,498.538,466.726,470.972,474.735,478.061,609.595,610.833,612.610,612.610,0.002
20,6.200,504.221,466.062,468.983,474.424,526.798,608.304,609.804,610.821,610.821,0.002
25,5.000,512.221,466.983,468.521,474.476,478.538,607.992,682.991,735.882,735.882,0.002
30,5.200,493.560,466.479,468.651,474.116,477.285,610.340,611.055,613.492,613.492,0.002
35,7.200,490.120,465.937,468.960,471.715,476.454,607.150,610.301,610.704,610.704,0.002
40,5.400,487.312,466.669,468.811,474.440,476.438,606.687,609.012,609.679,609.679,0.002
45,3.800,507.768,466.065,467.458,475.197,601.026,609.476,610.480,610.480,610.480,0.002
50,5.400,511.382,466.219,468.730,475.465,601.314,608.122,609.277,610.804,610.804,0.002
55,3.200,513.821,467.507,469.715,473.240,609.270,610.161,610.767,610.767,610.767,0.002
