Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.400,819.100,421.399,421.399,1216.801,1216.801,1216.801,1216.801,1216.801,1216.801,0.001
5,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
10,0.200,406.176,406.176,406.176,406.176,406.176,406.176,406.176,406.176,406.176,0.002
15,0.200,307.267,307.267,307.267,307.267,307.267,307.267,307.267,307.267,307.267,0.003
20,0.200,404.748,404.748,404.748,404.748,404.748,404.748,404.748,404.748,404.748,0.002
25,0.200,352.043,352.043,352.043,352.043,352.043,352.043,352.043,352.043,352.043,0.003
30,0.200,367.861,367.861,367.861,367.861,367.861,367.861,367.861,367.861,367.861,0.003
35,0.200,409.604,409.604,409.604,409.604,409.604,409.604,409.604,409.604,409.604,0.002
40,0.400,357.598,292.106,292.106,423.089,423.089,423.089,423.089,423.089,423.089,0.003
45,0.400,297.467,295.328,295.328,299.605,299.605,299.605,299.605,299.605,299.605,0.003
50,0.200,299.601,299.601,299.601,299.601,299.601,299.601,299.601,299.601,299.601,0.003
55,0.200,308.388,308.388,308.388,308.388,308.388,308.388,308.388,308.388,308.388,0.003
