Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,ScanRecord,1745425458.955363,1702921,11,1
4,UpdateRecord,1745425458.956327,1378976,5,1
4,UpdateRecord,1745425458.956480,1379743,18,1
1,ReadRecord,1745425458.956497,587785,16,1
1,ReadRecord,1745425458.956512,540823,4,1
1,ReadRecord,1745425458.956682,587251,1,1
4,UpdateRecord,1745425458.956984,1466650,2,1
5,DeleteRecord,1745425458.957070,756283,3,1
6,ReadModifyWriteRecord,1745425458.957083,1299245,6,1
1,ReadRecord,1745425458.957275,629845,7,1
4,UpdateRecord,1745425458.957335,1302680,17,1
1,ReadRecord,1745425458.957411,586385,13,1
2,InsertRecord,1745425458.957442,632247,14,1
4,UpdateRecord,1745425458.957506,1535578,10,1
1,ReadRecord,1745425458.957672,539302,9,1
2,InsertRecord,1745425458.957695,495885,0,1
1,ReadRecord,1745425458.957871,586775,12,1
1,ReadRecord,1745425458.957991,539644,19,1
1,ReadRecord,1745425458.958110,539174,15,1
1,ReadRecord,1745425458.958221,586256,8,1
3,ScanRecord,1745425459.453745,962846,0,1
1,ReadRecord,1745425459.497015,311595,9,1
1,ReadRecord,1745425459.497311,311299,15,1
1,ReadRecord,1745425459.497370,311808,4,1
4,UpdateRecord,1745425459.497657,760666,19,1
1,ReadRecord,1745425459.543827,316100,13,1
1,ReadRecord,1745425459.543964,315963,1,1
1,ReadRecord,1745425459.544309,315634,16,1
1,ReadRecord,1745425459.544495,316746,8,1
3,ScanRecord,1745425459.544671,1266001,12,1
6,ReadModifyWriteRecord,1745425459.587157,1016542,7,1
4,UpdateRecord,1745425459.589718,836216,14,1
1,ReadRecord,1745425459.713390,466552,3,1
3,ScanRecord,1745425459.808633,1393499,9,1
1,ReadRecord,1745425459.808634,311834,15,1
5,DeleteRecord,1745425459.809203,490843,4,1
1,ReadRecord,1745425459.859964,316594,13,1
6,ReadModifyWriteRecord,1745425459.859966,875863,1,1
6,ReadModifyWriteRecord,1745425459.859968,792130,16,1
1,ReadRecord,1745425459.861265,317083,8,1
4,UpdateRecord,1745425460.120504,468914,15,1
1,ReadRecord,1745425460.176595,316697,13,1
6,ReadModifyWriteRecord,1745425460.178386,792940,8,1
3,ScanRecord,1745425460.179966,1278805,3,1
3,ScanRecord,1745425460.256369,1084877,6,1
6,ReadModifyWriteRecord,1745425460.258349,628599,19,1
5,DeleteRecord,1745425460.260044,475118,17,1
1,ReadRecord,1745425460.300080,311437,4,1
3,ScanRecord,1745425460.335355,1093988,5,1
1,ReadRecord,1745425460.336250,466904,18,1
6,ReadModifyWriteRecord,1745425460.416628,781611,0,1
5,DeleteRecord,1745425460.423661,627804,2,1
1,ReadRecord,1745425460.425960,606662,14,1
3,ScanRecord,1745425460.493130,1279747,10,1
1,ReadRecord,1745425460.493306,316106,13,1
2,InsertRecord,1745425460.589454,491686,15,1
3,ScanRecord,1745425460.603732,1615249,7,1
6,ReadModifyWriteRecord,1745425460.611541,782050,4,1
1,ReadRecord,1745425460.652131,315623,16,1
1,ReadRecord,1745425460.658319,608411,11,1
1,ReadRecord,1745425460.735202,476231,17,1
3,ScanRecord,1745425460.735842,1260420,1,1
4,UpdateRecord,1745425460.803203,313467,18,1
2,InsertRecord,1745425460.809440,474816,13,1
1,ReadRecord,1745425460.810689,315637,12,1
1,ReadRecord,1745425460.886975,312762,19,1
1,ReadRecord,1745425460.967778,316868,16,1
3,ScanRecord,1745425460.971346,1260340,8,1
1,ReadRecord,1745425461.032647,404329,14,1
1,ReadRecord,1745425461.051492,600661,2,1
3,ScanRecord,1745425461.081170,1240449,15,1
1,ReadRecord,1745425461.116699,311261,18,1
1,ReadRecord,1745425461.126360,316491,12,1
5,DeleteRecord,1745425461.198266,467310,0,1
3,ScanRecord,1745425461.199754,933880,19,1
6,ReadModifyWriteRecord,1745425461.202156,781087,9,1
1,ReadRecord,1745425461.211462,316682,17,1
5,DeleteRecord,1745425461.266767,608205,11,1
6,ReadModifyWriteRecord,1745425461.284283,794122,13,1
6,ReadModifyWriteRecord,1745425461.284658,475685,16,1
2,InsertRecord,1745425461.341289,467321,6,1
3,ScanRecord,1745425461.393626,777387,4,1
1,ReadRecord,1745425461.428008,311230,18,1
1,ReadRecord,1745425461.429368,472046,5,1
4,UpdateRecord,1745425461.437003,407654,14,1
3,ScanRecord,1745425461.442874,319836,12,1
1,ReadRecord,1745425461.458799,311223,3,1
1,ReadRecord,1745425461.528183,316838,17,1
1,ReadRecord,1745425461.652192,400730,2,1
3,ScanRecord,1745425461.665604,468817,0,1
6,ReadModifyWriteRecord,1745425461.739283,625481,18,1
3,ScanRecord,1745425461.760407,1261963,16,1
1,ReadRecord,1745425461.762735,315668,12,1
3,ScanRecord,1745425461.770047,312316,3,1
1,ReadRecord,1745425461.772901,465514,10,1
1,ReadRecord,1745425461.808644,465863,6,1
1,ReadRecord,1745425461.844700,404899,14,1
1,ReadRecord,1745425461.845048,316229,17,1
3,ScanRecord,1745425461.875010,411025,11,1
1,ReadRecord,1745425461.901454,314058,5,1
4,UpdateRecord,1745425461.983301,311545,9,1
6,ReadModifyWriteRecord,1745425461.996310,474162,1,1
1,ReadRecord,1745425462.052960,399994,2,1
1,ReadRecord,1745425462.078437,316133,13,1
5,DeleteRecord,1745425462.078438,529760,12,1
1,ReadRecord,1745425462.082398,310845,3,1
4,UpdateRecord,1745425462.133669,313727,19,1
1,ReadRecord,1745425462.134446,467737,0,1
4,UpdateRecord,1745425462.161304,318763,17,1
3,ScanRecord,1745425462.171050,780874,4,1
1,ReadRecord,1745425462.215538,314935,5,1
1,ReadRecord,1745425462.219004,404779,7,1
6,ReadModifyWriteRecord,1745425462.231712,478781,8,1
1,ReadRecord,1745425462.238442,310798,10,1
5,DeleteRecord,1745425462.249625,609079,14,1
1,ReadRecord,1745425462.274539,309797,6,1
1,ReadRecord,1745425462.286059,406271,11,1
5,DeleteRecord,1745425462.294871,467772,9,1
3,ScanRecord,1745425462.321657,314220,15,1
3,ScanRecord,1745425462.364807,621259,18,1
4,UpdateRecord,1745425462.393273,474331,3,1
1,ReadRecord,1745425462.394595,316573,13,1
5,DeleteRecord,1745425462.447436,470715,19,1
1,ReadRecord,1745425462.452980,400565,2,1
2,InsertRecord,1745425462.470506,474692,1,1
1,ReadRecord,1745425462.480101,316655,17,1
3,ScanRecord,1745425462.530503,315157,5,1
1,ReadRecord,1745425462.549306,311527,10,1
4,UpdateRecord,1745425462.584371,311256,6,1
3,ScanRecord,1745425462.602216,478273,0,1
4,UpdateRecord,1745425462.608216,474743,12,1
1,ReadRecord,1745425462.623828,404751,7,1
1,ReadRecord,1745425462.635897,312018,15,1
1,ReadRecord,1745425462.692364,405957,11,1
1,ReadRecord,1745425462.710539,316441,8,1
1,ReadRecord,1745425462.711214,316294,13,1
1,ReadRecord,1745425462.762696,315850,9,1
