Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
5,0.400,1368.636,1349.613,1349.613,1387.659,1387.659,1387.659,1387.659,1387.659,1387.659,0.001
10,0.600,922.868,512.029,512.029,1027.735,1228.840,1228.840,1228.840,1228.840,1228.840,0.001
15,0.200,1392.079,1392.079,1392.079,1392.079,1392.079,1392.079,1392.079,1392.079,1392.079,0.001
20,0.200,1023.907,1023.907,1023.907,1023.907,1023.907,1023.907,1023.907,1023.907,1023.907,0.001
25,0.600,796.232,409.294,409.294,820.002,1159.399,1159.399,1159.399,1159.399,1159.399,0.001
30,0.200,1121.230,1121.230,1121.230,1121.230,1121.230,1121.230,1121.230,1121.230,1121.230,0.001
35,0.400,512.152,409.755,409.755,614.549,614.549,614.549,614.549,614.549,614.549,0.002
40,0.200,1024.175,1024.175,1024.175,1024.175,1024.175,1024.175,1024.175,1024.175,1024.175,0.001
45,0.400,910.441,829.269,829.269,991.613,991.613,991.613,991.613,991.613,991.613,0.001
50,0.400,644.960,466.004,466.004,823.915,823.915,823.915,823.915,823.915,823.915,0.002
55,0.200,588.381,588.381,588.381,588.381,588.381,588.381,588.381,588.381,588.381,0.002
