Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,52.000,117.490,75.822,100.175,112.234,125.438,147.949,172.856,224.709,321.626,0.009
5,50.800,115.330,76.881,101.183,113.407,125.236,140.584,146.871,195.104,225.072,0.009
10,54.400,115.503,61.319,100.950,114.106,126.059,139.861,152.021,190.765,202.107,0.009
15,53.200,120.325,65.056,102.295,117.591,131.136,151.022,168.876,208.670,244.207,0.008
20,52.400,110.431,70.932,99.714,108.787,122.690,133.115,139.777,150.693,158.777,0.009
25,55.400,113.510,74.796,99.311,110.200,126.037,138.203,153.838,172.482,175.210,0.009
30,60.400,113.756,63.236,99.462,112.468,124.043,140.105,148.795,181.349,235.811,0.009
35,54.600,113.843,68.772,100.212,110.581,123.787,135.553,156.838,186.332,202.002,0.009
40,56.800,114.127,71.011,100.944,113.394,124.363,140.245,150.688,185.255,217.744,0.009
45,57.600,121.234,62.821,102.529,115.651,133.082,143.843,168.773,294.546,330.572,0.008
50,50.600,120.131,61.556,103.776,119.052,133.847,154.059,166.505,187.604,200.501,0.008
55,53.200,117.205,52.582,101.462,117.001,131.540,143.428,157.440,178.836,183.102,0.009
